uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,wasEverPrimeMinister,comments,wikipedia,adb
mccolmmalcolm1949,McColm,Malcolm Llewellyn,Malcolm,,,,1914-6-25,1914,6,25,1966-5-2,1966,5,2,,,,
mccormackmichael2010,McCormack,Michael Francis,Michael,,,,1964-8-2,1964,8,2,,,,,,,,
mcdonaldallan1940,McDonald,Allan McKenzie,Allan,,,,1888-7-4,1888,7,4,1953-6-10,1953,6,10,,,,
mcdonaldcharles1901,McDonald,Charles,Charles,,,,1861-8-8,1861,8,8,1925-11-13,1925,11,13,,,,
mcdonaldfrederick1922,McDonald,Frederick Albert,Frederick,,,,,1872,,,1926-4-1,1926,4,1,,Birth year is approximate. Death date is approximate. Believed murdered.,https://en.wikipedia.org/wiki/Frederick_McDonald,
mcdougallgraeme1996,McDougall,Graeme Robert,Graeme,,,,1946-11-21,1946,11,21,,,,,,,,
mcdougalljohn1906,McDougall,John Keith,John,,,,1867-8-10,1867,8,10,1957-4-11,1957,4,11,,,,
mceacharnmalcolm1901,McEacharn,Malcolm Donald,Malcolm,,,Sir,1852-2-8,1852,2,8,1910-3-10,1910,3,10,,Election declared void on 10.3.1904. Contested by-election on 30.3.1904 but was defeated.,https://en.wikipedia.org/wiki/Malcolm_McEacharn,
mcewenjohn1934,McEwen,John,John,,Later Sir John,,1900-3-29,1900,3,29,1980-11-20,1980,11,20,1,,,
mcfarlanejann1998,McFarlane,Jann Sonya,Jann,,,,1944-5-22,1944,5,22,,,,,,,,
mcgauranpeter1983,McGauran,Peter John,Peter,,,,1955-11-16,1955,11,16,,,,,,,,
mcgowancathy2013,McGowan,Catherine,Catherine,Cathy,,,1953-11-29,1953,11,29,,,,,,,,
mcgrathdavid1913,McGrath,David Charles,David,,,,1873-11-10,1873,11,10,1934-7-31,1934,7,31,,On appeal election declared void.,,
mcgurenfrank1961,McGuren,Francis William,Francis,Frank,,,1909-10-15,1909,10,15,1990-6-13,1990,6,13,,,https://en.wikipedia.org/wiki/Frank_McGuren,
mchughjeannette1983,McHugh,Jeannette,Jeannette,,,,1934-12-18,1934,12,18,,,,,,,,
mchughsydney1938,McHugh,Sydney,Sydney,,,,1892-3-21,1892,3,21,1952-9-20,1952,9,20,,,https://en.wikipedia.org/wiki/Sydney_McHugh,
mcivorhector1955,McIvor,Hector James,Hector,,,,1900-11-24,1900,11,24,1992-5-12,1992,5,12,,,,
mckenziedavid1972,McKenzie,David Charles,David,,,,1933-5-30,1933,5,30,,,,,,,,
mckewmaxine2007,McKew,Maxine Margaret,Maxine,,,,1953-7-22,1953,7,22,,,,,,,,
mclachlanian1990,McLachlan,Ian Murray,Ian,,,,1936-10-2,1936,10,2,,,,,,,,
mcleanallan1901,McLean,Allan,Allan,,,,1840-2-3,1840,2,3,1911-7-13,1911,7,13,,,,
mcleanfrancis1901,McLean,Francis Edward,Francis,,,,,1863,,,1926-4-4,1926,4,4,,,,
mcleanross1975,McLean,Ross Malcolm,Ross,,,,1944-6-30,1944,6,30,,,,,,,,
mcleayjohn1949,McLeay,John,John,,Later Sir John,,1893-11-19,1893,11,19,1982-6-22,1982,6,22,,,,
mcleayjohn1966,McLeay,John Elden,John,,,,1922-3-30,1922,3,30,2000-12-26,2000,12,26,,,,
mcleayleo1979,McLeay,Leo Boyce,Leo,,,,1945-10-4,1945,10,4,,,,,,,,
mcleoddonald1940,McLeod,Donald,Donald,,,,1892-10-29,1892,10,29,1963-8-22,1963,8,22,,,,
mcmahonjames1975,McMahon,James Leslie,James,,,,1930-2-26,1930,2,26,2015-1-23,2015,1,23,,,,
mcmahonwilliam1949,McMahon,William,William,,Later Sir William,,1908-2-23,1908,2,23,1988-3-31,1988,3,31,1,,,
mcmillanwilliam1901,McMillan,William,William,,,Sir,1850-11-14,1850,11,14,1926-12-21,1926,12,21,,,,
mcmullanrobert1996,McMullan,Robert Francis,Robert,,,,1947-12-10,1947,12,10,,,,,,,,
mcnamarakaren2013,McNamara,Karen Jane,Karen,,,,1964-4-23,1964,4,23,,,,,,,,
mcneilljohn1922,McNeill,John,John,,,,,1868,,,1943-6-14,1943,6,14,,,,
mcneillneil1961,McNeill,Neil,Neil,,,,1921-6-19,1921,6,19,2009-2-8,2009,2,8,,,,
mcnicollwalter1931,McNicoll,Walter Ramsay,Walter,,,,1877-5-27,1877,5,27,1947-12-24,1947,12,24,,,,
mctiernanedward1929,McTiernan,Edward Aloysius,Edward,,,,1892-2-16,1892,2,16,1990-1-9,1990,1,9,,,,
mcveightom1972,McVeigh,Daniel Thomas,Daniel,Tom,,,1930-5-7,1930,5,7,,,,,,,https://en.wikipedia.org/wiki/Tom_McVeigh,
mcveighjohn2016,McVeigh,John Joseph,John,,,,1965-5-13,1965,5,13,,,,,,,https://en.wikipedia.org/wiki/John_McVeigh_(politician),
mcwilliamswilliam1903,McWilliams,William James,William,,,,,1860,,,1929-10-22,1929,10,22,,,,
macdonaldpatersonthomas1901,Macdonald-Paterson,Thomas,Thomas,,,,1844-5-9,1844,5,9,1906-3-21,1906,3,21,,,,
macfarlaneian1998,Macfarlane,Ian Elgin,Ian,,,,1955-4-5,1955,4,5,,,,,,,https://en.wikipedia.org/wiki/Ian_Macfarlane_(politician),
mackedward1990,Mack,Edward Carrington,Edward,,,,1933-12-20,1933,12,20,,,,,,,,
mackaygeorge1917,Mackay,George Hugh,George,,,,1872-3-20,1872,3,20,1961-11-5,1961,11,5,,,,
mackaymalcolm1963,Mackay,Malcolm George,Malcolm,,,,1919-12-29,1919,12,29,1999-7-8,1999,7,8,,,,
mackellarmichael1969,MacKellar,Michael John Randal,Michael,,,,1938-10-27,1938,10,27,2015-5-9,2015,5,9,,,https://en.wikipedia.org/wiki/Michael_MacKellar,
mackenziealexander1975,MacKenzie,Alexander John,Alexander,,,,1941-8-29,1941,8,29,,,,,,,,
mackinnonewen1949,MacKinnon,Ewen Daniel,Ewen,,,,1903-2-11,1903,2,11,1983-6-7,1983,6,7,,,,
macklinjenny1996,Macklin,Jennifer Louise,Jennifer,Jenny,,,1953-12-29,1953,12,29,,,,,,,,
macpheeian1974,Macphee,Ian Malcolm,Ian,,,,1938-7-13,1938,7,13,,,,,,,,
mactiernanalannah2013,MacTiernan,Alannah Joan Geraldine Cecilia,Alannah,,,,1953-1-10,1953,1,10,,,,,,,,
mahermichael1982,Maher,Michael John,Michael,,,,1936-7-11,1936,7,11,2013-9-29,2013,9,29,,,,
mahonhugh1901,Mahon,Hugh,Hugh,,,,1857-1-6,1857,1,6,1931-8-28,1931,8,28,,,,
mahoneygerald1934,Mahoney,Gerald William,Gerald,,,,1892-5-24,1892,5,24,1955-9-16,1955,9,16,,,,
mahonywilliam1915,Mahony,William George,William,,,,,1877,,,1962-8-28,1962,8,28,,,,
maiseydonald1963,Maisey,Donald William,Donald,,,,1915-5-6,1915,5,6,2005-4-20,2005,4,20,,,,
makinnorman1919,Makin,Norman John Oswald,Norman,,,,1889-3-31,1889,3,31,1982-7-20,1982,7,20,,,,
maloneywilliam1904,Maloney,William Robert Nuttall,William,,,,1854-4-12,1854,4,12,1940-8-29,1940,8,29,,,,
manifoldjames1901,Manifold,James Chester,James,,,,1867-2-10,1867,2,10,1918-10-23,1918,10,23,,,,
mannedward1922,Mann,Edward Alexander,Edward,,,,1874-8-11,1874,8,11,1951-11-15,1951,11,15,,,,
manningarthur1922,Manning,Arthur Gibson,Arthur,,,,,1872,,,1947-4-3,1947,4,3,,,,
marekpaul1996,Marek,Paul,Paul,,,,1964-7-25,1964,7,25,,,,,,,,
marinonola2007,Marino,Nola Bethwyn,Nola,,,,1954-2-18,1954,2,18,,,,,,,,
markswalter1919,Marks,Walter Moffitt,Walter,,,,1875-6-6,1875,6,6,1951-3-31,1951,3,31,,,,
markuslouise2004,Markus,Louise Elizabeth,Louise,,,,1958-9-6,1958,9,6,,,,,,,,
marlesrichard2007,Marles,Richard Donald,Richard,,,,1967-7-13,1967,7,13,,,,,,,,
marrcharles1919,Marr,Charles William Clanan,Charles,,Later Sir Charles,,1880-3-23,1880,3,23,1960-10-20,1960,10,20,,,,
martensgeorge1928,Martens,George William,George,,,,,1874,,,1949-8-23,1949,8,23,,,,
martinstephen1984,Martin,Stephen Paul,Stephen,,,,1948-6-24,1948,6,24,,,,,,,,
martinvincent1969,Martin,Vincent Joseph,Vincent,,,,1920-5-14,1920,5,14,2001-3-10,2001,3,10,,,,
martyrjohn1975,Martyr,John Raymond,John,,,,1932-5-25,1932,5,25,,,,,,,,
marwickthomas1940,Marwick,Thomas William,Thomas,,,,1895-4-29,1895,4,29,1960-4-3,1960,4,3,,,,
massygreenewalter1910,Massy-Greene,Walter,Walter,,Also Walter Massy Green,,1874-11-6,1874,11,6,1952-11-16,1952,11,16,,,https://en.wikipedia.org/wiki/Walter_Massy-Greene,
mathesonrussell2010,Matheson,Russell Glenn,Russell,,,,1958-12-16,1958,12,16,,,,,,,,
mathewscharles1972,Mathews,Charles Race Thorson,Charles,,,,1935-3-27,1935,3,27,,,,,,,,
mathewsjames1906,Mathews,James,James,,,,,1865,,,1934-10-16,1934,10,16,,,,
maugersamuel1901,Mauger,Samuel,Samuel,,,,1857-11-12,1857,11,12,1936-6-26,1936,6,26,,,,
maxwellgeorge1917,Maxwell,George Arnot,George,,,,1859-4-30,1859,4,30,1935-6-25,1935,6,25,,,,
maymargaret1998,May,Margaret Ann,Margaret,,,,1950-6-30,1950,6,30,,,,,,,,
mayerhelen1983,Mayer,Helen,Helen,,,,1932-9-7,1932,9,7,2008-2-7,2008,2,7,,,,
melhamdaryl1990,Melham,Daryl,Daryl,,,,1954-11-26,1954,11,26,,,,,,,,
menziesrobert1934,Menzies,Robert Gordon,Robert,,Later Sir Robert,,1894-12-20,1894,12,20,1978-5-15,1978,5,15,1,,,
mildrenjohn1980,Mildren,John Barry,John,,,,1932-10-20,1932,10,20,,,,,,,,
mileschristopher1984,Miles,Christopher Gordon,Christopher,,,,1947-8-21,1947,8,21,,,,,,,,
millarclarrie1974,Millar,Percival Clarence,Percival,Clarrie,,,1925-6-15,1925,6,15,,,,,,,https://en.wikipedia.org/wiki/Clarrie_Millar,
miltonpeter1980,Milton,Peter,Peter,,,,1928-9-22,1928,9,22,2009-8-8,2009,8,8,,,,
minoguedaniel1949,Minogue,Daniel,Daniel,,,,1893-7-18,1893,7,18,1983-1-7,1983,1,7,,,,
mirabellasophie2001,Mirabella,Sophie,Sophie,,Also Sophie Panopolous,,1968-10-27,1968,10,27,,,,,,,,
mitchellbrian2016,Mitchell,Brian Keith,Brian,,,,1967-7-16,1967,7,16,,,,,,,https://en.wikipedia.org/wiki/Brian_Mitchell_(politician),
mitchellrobert2010,Mitchell,Robert George,Robert,,,,1967-9-9,1967,9,9,,,,,,,,
moloneyparker1910,Moloney,Parker John,Parker,,,,1876-8-12,1876,8,12,1961-5-8,1961,5,8,,,https://en.wikipedia.org/wiki/Parker_Moloney,
monaghanjames1961,Monaghan,James Edward,James,,,,1921-9-20,1921,9,20,2007-7-19,2007,7,19,,,,
moorejohn1975,Moore,John Colinton,John,,,,1936-11-16,1936,11,16,,,,,,,,
morganarthur1929,Morgan,Arthur Clinton,Arthur,,,,,1881,,,1957-8-2,1957,8,2,,,,
morgancharles1940,Morgan,Charles Albert Aaron,Charles,,,,1897-1-27,1897,1,27,1967-11-27,1967,11,27,,,,
morrisallan1983,Morris,Allan Agapitos,Allan,,,,1940-7-26,1940,7,26,,,,,,,,
morrispeter1972,Morris,Peter Frederick,Peter,,,,1932-7-29,1932,7,29,,,,,,,,
morrisonscott2007,Morrison,Scott John,Scott,,,,1968-5-13,1968,5,13,,,,,1,,,
morrisonbill1969,Morrison,William Lawrence,William,Bill,,,1928-11-3,1928,11,3,2013-2-15,2013,2,15,,,,
mortimerjack1963,Mortimer,Jack,Jack,,,,,1913,,,1973-2-8,1973,2,8,,,,
mortonben2016,Morton,Ben,Ben,,,,1981-6-29,1981,6,29,,,,,,,,
mossfieldfrank1996,Mossfield,Frank William,Frank,,,,1935-6-4,1935,6,4,,,,,,,,
mountfordjohn1980,Mountford,John Graham,John,,,,1933-11-21,1933,11,21,,,,,,,,
mountjoydonald1943,Mountjoy,Donald Alfred,Donald,,,,1906-10-19,1906,10,19,1988-1-8,1988,1,8,,,,
moylanjudi1993,Moylan,Judith Eleanor,Judith,Judi,,,1944-2-24,1944,2,24,,,,,,,,
mulcahydaniel1934,Mulcahy,Daniel,Daniel,,,,1882-1-7,1882,1,7,1953-7-13,1953,7,13,,,,
mulderallan1972,Mulder,Allan William,Allan,,,,1928-8-19,1928,8,19,2009-11-7,2009,11,7,,,,
mullensjohn1949,Mullens,John Michael,John,,,,1896-7-18,1896,7,18,1978-9-5,1978,9,5,,,,
munrodugald1966,Munro,Dugald Ranald Ross,Dugald,,,,1930-6-12,1930,6,12,1973-6-20,1973,6,20,,,,
murphyjohn1998,Murphy,John Paul,John,,,,1950-5-31,1950,5,31,,,,,,,,
murrayjohn1958,Murray,John,John,,,,1915-12-31,1915,12,31,2009-1-25,2009,1,25,,,,
mutchstephen1996,Mutch,Stephen Bruce,Stephen,,,,1956-2-4,1956,2,4,,,,,,,,
nairngary1996,Nairn,Gary Roy,Gary,,,,1951-1-3,1951,1,3,,,,,,,,
nairnwalter1929,Nairn,Walter Maxwell,Walter,,,,,1878,,,1958-12-12,1958,12,12,,,,
nealbelinda2007,Neal,Belinda Jane,Belinda,,,,1963-1-10,1963,1,10,,,,,,,,
nehlgarry1984,Nehl,Garry Barr,Garry,,,,1934-2-19,1934,2,19,,,,,,,,
neilmaurice1975,Neil,Maurice James,Maurice,,,,1944-5-29,1944,5,29,,,,,,,,
nelsonbrendan1996,Nelson,Brendan John,Brendan,,,,1959-8-19,1959,8,19,,,,,,,,
nelsonharold1922,Nelson,Harold George,Harold,,,,,1881,,,1947-4-26,1947,4,26,,,,
nelsonjohn1949,Nelson,John Norman,John,,,,1908-5-28,1908,5,28,1991-6-20,1991,6,20,,,,
neumannshayne2007,Neumann,Shayne Kenneth,Shayne,,,,1961-8-26,1961,8,26,,,,,,,,
nevillepaul1993,Neville,Paul Christopher,Paul,,,,1940-3-28,1940,3,28,,,,,,,,
newellneville1990,Newell,Neville Joseph,Neville,,,,1952-10-14,1952,10,14,,,,,,,,
newmankevin1975,Newman,Kevin Eugene,Kevin,,,,1933-10-10,1933,10,10,1999-7-17,1999,7,17,,,,
nichollsmartin1963,Nicholls,Martin Henry,Martin,,,,1917-4-3,1917,4,3,1983-5-3,1983,5,3,,,,
nichollssamuel1917,Nicholls,Samuel Robert,Samuel,,,,1885-5-15,1885,5,15,1939-9-26,1939,9,26,,,,
nikolicandrew2013,Nikolic,Andrew Alexander,Andrew,,,,1961-6-20,1961,6,20,,,,,,,,
nixonpeter1961,Nixon,Peter James,Peter,,,,1928-3-22,1928,3,22,,,,,,,https://en.wikipedia.org/wiki/Peter_Nixon,
nockhorace1931,Nock,Horace Keyworth,Horace,,,,1879-10-26,1879,10,26,1958-8-2,1958,8,2,,,,
nottlewis1925,Nott,Lewis Windermere,Lewis,,,,1888-2-12,1888,2,12,1951-10-27,1951,10,27,,,https://en.wikipedia.org/wiki/Lewis_Nott,
nugentpeter1990,Nugent,Peter Edward,Peter,,,,1938-4-1,1938,4,1,2001-4-24,2001,4,24,,,,
obrienllewellyn2016,O'Brien,Llewellyn Stephen,Llewellyn,,,,1972-6-25,1972,6,25,,,,,,,,
obrienreginald1961,O'Brien,Reginald Charles,Reginald,,,,1926-1-23,1926,1,23,1999-4-20,1999,4,20,,,,
obriented2016,O'Brien,Ted Lynam,Ted,,,,1974-5-7,1974,5,7,,,,,,,,
obyrnemichelle1998,O'Byrne,Michelle Anne,Michelle,,,,1968-3-6,1968,3,6,,,,,,,,
oconnorbrendan2001,O'Connor,Brendan Patrick,Brendan,,,,1962-3-2,1962,3,2,,,,,,,,
oconnorgavan1993,O'Connor,Gavan Michael,Gavan,,,,1947-12-2,1947,12,2,,,,,,,,
oconnorwilliam1946,O'Connor,William Paul,William,,,,1910-9-21,1910,9,21,1987-9-18,1987,9,18,,,,
odowdkenneth2010,O'Dowd,Kenneth Desmond,Kenneth,,,,1950-6-30,1950,6,30,,,,,,,,
odwyerkelly2009,O'Dwyer,Kelly Megan,Kelly,,,,1977-3-31,1977,3,31,,,,,,,,
okeefedavid1922,O'Keefe,David John,David,,,,1864-8-21,1864,8,21,1943-7-21,1943,7,21,,,,
okeefefrank1969,O'Keefe,Frank Lionel,Frank,,,,1912-10-6,1912,10,6,1989-4-21,1989,4,21,,,,
okeefeneil1984,O'Keefe,Neil Patrick,Neil,,,,1947-5-7,1947,5,7,,,,,,,,
omalleyking1901,O'Malley,King,King,,,,1854-7-4,1854,7,4,1953-12-20,1953,12,20,,Exact birth is uncertain.,https://en.wikipedia.org/wiki/King_O%27Malley,
oneilclare2013,O'Neil,Clare Ellen,Clare,,,,1980-9-12,1980,9,12,,,,,,,,
oneillloyd1983,O'Neil,Lloyd Reginald Terrence,Lloyd,,,,1937-6-24,1937,6,24,,,,,,,,
oneilldeborah2010,O'Neill,Deborah Mary,Deborah,,,,1961-6-4,1961,6,4,,,,,,,,
otoolecathy2016,O'Toole,Catherine Elizabeth,Catherine,Cathy,,,1956-8-30,1956,8,30,,,,,,,,
oakeshottrobert2008,Oakeshott,Robert James Murray,Robert,,,,1969-12-14,1969,12,14,,,,,,,,
oldmeadowmaxwell1972,Oldmeadow,Maxwell Wilkinson,Maxwell,,,,1924-8-3,1924,8,3,2013-3-21,2013,3,21,,,,
olleyfrank1972,Olley,Frank,Frank,,,,1927-1-18,1927,1,18,1988-7-21,1988,7,21,,,,
oppermanhubert1949,Opperman,Hubert Ferdinand,Hubert,,Later Sir Hubert,,1904-5-29,1904,5,29,1996-4-18,1996,4,18,,,,
orchardrichard1913,Orchard,Richard Beaumont,Richard,,,,,1873,,,1942-7-24,1942,7,24,,,,
organmichael2002,Organ,Michael Keith,Michael,,,,1956-9-22,1956,9,22,,,,,,,,
osbornefrederick1949,Osborne,Frederick Meares,Frederick,,,,1909-1-20,1909,1,20,1996-7-23,1996,7,23,,,,
owensjulie2004,Owens,Julie Ann,Julie,,,,1958-10-17,1958,10,17,,,,,,,,
ozannealfred1910,Ozanne,Alfred Thomas,Alfred,,,,,1877,,,1961-5-27,1961,5,27,,,,
pageearle1919,Page,Earle Christmas Grafton,Earle,,Later Sir Earle,,1880-8-8,1880,8,8,1961-12-20,1961,12,20,1,,,
pagejames1901,Page,James,James,,,,,1861,,,1921-6-3,1921,6,3,,,,
palmeralbert1906,Palmer,Albert Clayton,Albert,,,,,1859,,,1919-8-14,1919,8,14,,Election declared void.,,
palmerclive2013,Palmer,Clive Frederick,Clive,,,,1954-3-26,1954,3,26,,,,,,,,
parkemelissa2007,Parke,Melissa,Melissa,,,,1966-8-11,1966,8,11,,,,,,,,
parkhillrobert1927,Parkhill,Robert Archdale,Robert,,Later Sir Archdale,,1879-8-27,1879,8,27,1947-10-2,1947,10,2,,,,
parsonswalter1925,Parsons,Walter Langdon,Walter,,,,1881-8-16,1881,8,16,1955-3-2,1955,3,2,,,,
pasinantony2013,Pasin,Antony,Antony,,,,1977-10-1,1977,10,1,,,,,,,,
patersonalexander1901,Paterson,Alexander,Alexander,,,,1844-1-24,1844,1,24,1908-3-20,1908,3,20,,,,
patersonthomas1922,Paterson,Thomas,Thomas,,,,1882-11-20,1882,11,20,1952-1-24,1952,1,24,,,,
pattenrobert1913,Patten,Robert,Robert,,,,,1859,,,1935-9-17,1935,9,17,,,,
pattersonrex1966,Patterson,Rex Alan,Rex,,,,1927-1-8,1927,1,8,2016-4-6,2016,4,6,,,,
peacockandrew1966,Peacock,Andrew Sharp,Andrew,,,,1939-2-13,1939,2,13,,,,,,,,
pearcechristopher2001,Pearce,Christopher John,Christopher,,,,1963-3-1,1963,3,1,,,,,,,,
pearcehenry1949,Pearce,Henry George,Henry,,,,1917-9-17,1917,9,17,,,,,,,,
pearsallthomas1966,Pearsall,Thomas Gordon,Thomas,,,,1920-4-11,1920,4,11,2003-12-28,2003,12,28,,,,
perkinsjohn1926,Perkins,John Arthur,John,,,,1878-5-18,1878,5,18,1954-7-13,1954,7,13,,,,
perrettgraham2007,Perrett,Graham Douglas,Graham,,,,1966-1-5,1966,1,5,,,,,,,,
petersedward1949,Peters,Edward William,Edward,,,,1897-6-12,1897,6,12,1980-6-22,1980,6,22,,,,
pettittjohn1963,Pettitt,John Alexander,John,,,,1910-9-25,1910,9,25,1977-12-25,1977,12,25,,,,
phillipspharez1901,Phillips,Pharez,Pharez,,,,1855-11-22,1855,11,22,1914-8-9,1914,8,9,,,,
piessefrederick1901,Piesse,Frederick William,Frederick,,,,1848-12-10,1848,12,10,1902-3-6,1902,3,6,,,,
pigotthenry1913,Pigott,Henry Robert Maguire,Henry,,,,1866-10-2,1866,10,2,1949-7-8,1949,7,8,,,,
pittkeith2013,Pitt,Keith John,Keith,,,,1969-8-31,1969,8,31,,,,,,,,
pittardalan1949,Pittard,Alan Crocker,Alan,,,,1902-11-15,1902,11,15,1992-12-25,1992,12,25,,,,
plibersektanya1998,Plibersek,Tanya Joan,Tanya,,,,1969-12-2,1969,12,2,,,,,,,,
pollardreginald1937,Pollard,Reginald Thomas,Reginald,,,,1894-10-31,1894,10,31,1981-8-24,1981,8,24,,,,
portercharles2013,Porter,Charles Christian,Charles,,,,1970-7-11,1970,7,11,,,,,,,,
porterjames1975,Porter,James Robert,James,,,,1950-2-19,1950,2,19,,,,,,,,
poyntonalexander1901,Poynton,Alexander,Alexander,,,,1853-8-8,1853,8,8,1935-1-10,1935,1,10,,,,
prattmichael1988,Pratt,Michael Philip,Michael,,,,1948-2-10,1948,2,10,,,,,,,,
prattenfrederick1928,Pratten,Frederick Graham,Frederick,,,,1899-12-3,1899,12,3,1977-12-18,1977,12,18,,,,
prattenherbert1921,Pratten,Herbert Edward,Herbert,,,,1865-5-7,1865,5,7,1928-5-7,1928,5,7,,,,
prenticejane2010,Prentice,Jane,Jane,,,,1953-6-22,1953,6,22,,,,,,,,
pricearchibald1941,Price,Archibald Grenfell,Archibald,,,,1892-1-28,1892,1,28,1977-7-20,1977,7,20,,,,
pricejohn1928,Price,John Lloyd,John,,,,1882-2-14,1882,2,14,1941-4-23,1941,4,23,,,,
priceleo1984,Price,Leo Roger Spurway,Leo,,,,1945-11-26,1945,11,26,,,,,,,,
pricemelissa2013,Price,Melissa Lee,Melissa,,,,1963-12-12,1963,12,12,,,,,,,,
prossergeoffrey1987,Prosser,Geoffrey Daniel,Geoffrey,,,,1948-11-6,1948,11,6,,,,,,,,
prowsejohn1919,Prowse,John Henry,John,,,,1871-6-16,1871,6,16,1944-5-20,1944,5,20,,,,
punchgary1983,Punch,Gary Francis,Gary,,,,1957-8-21,1957,8,21,,,,,,,,
pynechristopher1993,Pyne,Christopher Maurice,Christopher,,,,1967-8-13,1967,8,13,,,,,,,,
quickharry1993,Quick,Harry Vernon,Harry,,,,1941-6-28,1941,6,28,,,,,,,,
quickjohn1901,Quick,John,John,,,Sir,1852-4-14,1852,4,14,1932-6-17,1932,6,17,,,,
ragusebrett2007,Raguse,Brett Blair,Brett,,,,1960-3-24,1960,3,24,,,,,,,,
ramseyrowan2007,Ramsey,Rowan Eric,Rowan,,,,1956-8-4,1956,8,4,,,,,,,,
randalldonald1996,Randall,Donald James,Donald,,,,1953-5-2,1953,5,2,2015-7-21,2015,7,21,,,,
rankingeorge1937,Rankin,George James,George,,,,1887-5-1,1887,5,1,1957-12-28,1957,12,28,,,,
reakerry2007,Rea,Kerry Marie,Kerry,,,,1963-4-16,1963,4,16,,,,,,,https://en.wikipedia.org/wiki/Kerry_Rea,
reevesjohn1983,Reeves,John Edward,John,,,,1952-1-2,1952,1,2,,,,,,,,
reidgeorge1901,Reid,George Houstoun,George,,Later Sir George,,1845-2-25,1845,2,25,1918-9-13,1918,9,13,1,,,
reidleonard1969,Reid,Leonard Stanley,Leonard,,,,1916-9-21,1916,9,21,,,,,,,,
reidnicholas1990,Reid,Nicholas Bruce,Nicholas,,,,1935-7-30,1935,7,30,,,,,,,,
reithpeter1982,Reith,Peter Keaston,Peter,,,,1950-7-15,1950,7,15,,,,,,Did not take seat in 32nd Parliament. But won it again later.,,
reynoldsleonard1958,Reynolds,Leonard James,Leonard,,,,1923-11-19,1923,11,19,1980-7-14,1980,7,14,,,,
richardsonkym2004,Richardson,Kym Charles,Kym,,,,1958-3-16,1958,3,16,,,,,,,https://en.wikipedia.org/wiki/Kym_Richardson,
richardsonpeter1975,Richardson,Peter Anthony,Peter,,,,1939-1-23,1939,1,23,,,,,,,,
riggalljohn1990,Riggall,John Peter,John,,,,1941-5-10,1941,5,10,,,,,,,,
rileyedward1910,Riley,Edward,Edward,,,,,1859,,,1943-7-21,1943,7,21,,,,
rileyedwardcharles1922,Riley,Edward Charles,Edward,Edward Charles,,,1892-8-9,1892,8,9,1969-6-9,1969,6,9,,,,
riordandavid1929,Riordan,David,David,,,,,1888,,,1936-10-15,1936,10,15,,,,
riordanjoseph1972,Riordan,Joseph Martin,Joseph,,,,1930-2-27,1930,2,27,2012-11-19,2012,11,19,,,,
riordanwilliam1936,Riordan,William James Frederick,William,,,,1908-2-8,1908,2,8,1973-1-15,1973,1,15,,,,
ripollbernard1998,Ripoll,Bernard Fernand,Bernard,,,,1966-1-6,1966,1,6,,,,,,,,
rishworthamanda2007,Rishworth,Amanda Louise,Amanda,,,,1978-7-10,1978,7,10,,,,,,,,
robbandrew2004,Robb,Andrew John,Andrew,,,,1951-8-20,1951,8,20,,,,,,,,
robertstuart2007,Robert,Stuart Rowland,Stuart,,,,1970-12-11,1970,12,11,,,,,,,,
robertonhugh1949,Roberton,Hugh Stevenson,Hugh,,,,1900-12-18,1900,12,18,1987-3-13,1987,3,13,,,,
robertsernest1908,Roberts,Ernest Alfred,Ernest,,,,1869-2-21,1869,2,21,1913-12-2,1913,12,2,,,,
robinsonarthur1903,Robinson,Arthur,Arthur,,,,1872-4-23,1872,4,23,1945-5-17,1945,5,17,,,,
robinsoneric1972,Robinson,Eric Laidlaw,Eric,,,,1929-1-18,1929,1,18,1981-1-7,1981,1,7,,,,
robinsonian1963,Robinson,Ian Louis,Ian,,,,1927-3-27,1927,3,27,,,,,,,,
rocherallan1981,Rocher,Allan Charles,Allan,,,,1936-2-16,1936,2,16,2016-3-18,2016,3,18,,,,
rodgersarthur1913,Rodgers,Arthur Stanislaus,Arthur,,,,1875-3-20,1875,3,20,1936-10-4,1936,10,4,,,,
ronaldjames1901,Ronald,James Black,James,,,,1861-8-27,1861,8,27,1941-7-27,1941,7,27,,,,
ronaldsonmichael1990,Ronaldson,Michael John Clyde,Michael,,,,1954-2-13,1954,2,13,,,,,,,,
rosevearjohn1931,Rosevear,John Solomon,John,,,,1892-4-4,1892,4,4,1953-3-21,1953,3,21,,,,
rowealbert1929,Rowe,Albert Edward,Albert,,,,,1872,,,1955-8-16,1955,8,16,,,,
rowlandmichelle2010,Rowland,Michelle Anne,Michelle,,,,1971-11-16,1971,11,16,,,,,,,,
roxonnicola1998,Roxon,Nicola Louise,Nicola,,,,1967-4-1,1967,4,1,,,,,,,,
roywyatt2010,Roy,Wyatt Beau,Wyatt,,,,1990-5-22,1990,5,22,,,,,,,,
ruddkevin1998,Rudd,Kevin Michael,Kevin,,,,1957-9-21,1957,9,21,,,,,1,,,
ruddockphilip1973,Ruddock,Philip Maxwell,Philip,,,,1943-3-12,1943,3,12,,,,,,,,
russellcharles1949,Russell,Charles Wilfred,Charles,,,,1907-4-24,1907,4,24,1977-10-21,1977,10,21,,,,
