uniqueID,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,DELETE_division,DELETE_state,DELETE_dateOfElection,DELETE_party_ORIGINAL_REMOVE,party,partyFrom,partyTo,comment
hulmealan1949,Hulme,Alan Shallcross,,,Later Sir Alan,Petrie,QLD,10.12.1949,LIB,LIB,10.12.1949,2.11.1972,
humphreysben1977,Humphreys,Benjamin Charles,,Ben,,Griffith,QLD,10.12.1977,ALP,ALP,10.12.1977,29.1.1996,
huntgregory2001,Hunt,Gregory Andrew,,,,Flinders,VIC,10.11.2001,LIB,LIB,10.11.2001,,
huntralph1969,Hunt,Ralph James Dunnet,,,,Gwydir,NSW,7.6.1969,CP,CP,7.6.1969,30.4.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,24.2.1989,
hunterjames1921,Hunter,James Aitchison Johnston,,,,Maranoa,QLD,30.7.1921,CP,CP,30.7.1921,27.8.1940,
hurfordchris1969,Hurford,Christopher John,,Chris,,Adelaide,SA,25.10.1969,ALP,ALP,25.10.1969,31.12.1987,
hurrygeoffry1922,Hurry,Geoffry,,,,Bendigo,VIC,16.12.1922,NAT,NAT,16.12.1922,12.10.1929,
husaremma2016,Husar,Emma,,,,Lindsay,NSW,2.7.2016,ALP,ALP,2.7.2016,,
husiced2010,Husic,Edham Nurredin,,Ed,,Chifley,NSW,21.8.2010,ALP,ALP,21.8.2010,,
hutchinarthur1931,Hutchin,Arthur William,,,,Denison,TAS,19.12.1931,UAP,UAP,19.12.1931,15.9.1934,
hutchinsoneric2013,Hutchinson,Eric Russell,,,,Lyons,TAS,7.9.2013,LIB,LIB,7.9.2013,2.7.2016,
hutchinsonwilliam1931,Hutchinson,William Joseph,,,,Indi,VIC,19.12.1931,UAP,UAP,19.12.1931,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,31.10.1949,
hutchisonjames1903,Hutchison,James,,,,Hindmarsh,SA,16.12.1903,ALP,ALP,16.12.1903,6.12.1909,
hydejohn1974,Hyde,John Martin,,,,Moore,WA,18.5.1974,LIB,LIB,18.5.1974,5.3.1983,
innested1972,Innes,Urquhart Edward,,Ted,,Melbourne,VIC,2.12.1972,ALP,ALP,2.12.1972,4.2.1983,
ironsstephen2007,Irons,Stephen James,,,,Swan,WA,24.11.2007,LIB,LIB,24.11.2007,,
irvinehans1906,Irvine,Hans William Henry,,,,Grampians,VIC,12.12.1906,ANTI-SOC,ANTI-SOC,12.12.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,5.9.1914,
irvinewilliam1906,Irvine,William Hill,,,Later Sir William,Flinders,VIC,12.12.1906,ANTI-SOC,ANTI-SOC,12.12.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,5.4.1918,
irwinjulia1998,Irwin,Julia Claire,,,,Fowler,NSW,3.10.1998,ALP,ALP,3.10.1998,19.7.2010,
irwinleslie1963,Irwin,Leslie Herbert,,,,Mitchell,NSW,30.11.1963,LIB,LIB,30.11.1963,2.12.1972,
isaacsisaac1901,Isaacs,Isaac Alfred,,,,Indi,VIC,29.3.1901,PROT,PROT,29.3.1901,12.10.1906,
jackwilliam1949,Jack,William Mathers,,,,North Sydney,NSW,10.12.1949,LIB,LIB,10.12.1949,31.10.1966,
jacksondavid1919,Jackson,David Sydney,,,,Bass,TAS,13.12.1919,NAT,NAT,13.12.1919,12.10.1929,
jacksonsharryn2001,Jackson,Sharryn Maree,,,,Hasluck,WA,10.11.2001,ALP,ALP,10.11.2001,21.8.2010,
jacobiralph1969,Jacobi,Ralph,,,,Hawker,SA,25.10.1969,ALP,ALP,25.10.1969,5.6.1987,
jakobsencarolyn1984,Jakobsen,Carolyn Anne,,,,Cowan,WA,1.12.1984,ALP,ALP,1.12.1984,13.3.1993,
jamesalbert1960,James,Albert William,,,,Hunter,NSW,9.4.1960,ALP,ALP,9.4.1960,19.9.1980,
jamesrowland1928,James,Rowland,,,,Hunter,NSW,17.11.1928,ALP,ALP,17.11.1928,1.1.1931,
,,,,,,,,,LANG LAB from 1931,LANG LAB ,1.1.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,14.10.1958,
jarmanalan1966,Jarman,Alan William,,,,Deakin,VIC,26.11.1966,LIB,LIB,26.11.1966,5.3.1983,
jeanessusan1996,Jeanes,Susan Barbara,,,,Kingston,SA,2.3.1996,LIB,LIB,2.3.1996,3.10.1998,
jenkinsharry1969,Jenkins,Henry Alfred,Dr,Harry,,Scullin,VIC,25.10.1969,ALP,ALP,25.10.1969,20.12.1985,
jenkinsharry1986,Jenkins,Henry Alfred,,Harry,,Scullin,VIC,8.2.1986,ALP,ALP,8.2.1986,5.8.2013,
jenningsjohn1931,Jennings,John Thomas,,,,South Sydney,NSW,19.12.1931,UAP,UAP,19.12.1931,21.9.1940,
jensendennis2004,Jensen,Dennis Geoffrey,,,,Tangney,WA,9.10.2004,LIB,LIB,9.10.2004,2.7.2016,
jensenjens1910,Jensen,Jens August,,,,Bass,TAS,13.4.1910,ALP,ALP,13.4.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,13.12.1919,
jessjohn1960,Jess,John David,,,,La Trobe,VIC,9.4.1960,LIB,LIB,9.4.1960,2.12.1972,
jessopdonald1966,Jessop,Donald Scott,,,,Grey,SA,26.11.1966,LIB,LIB,26.11.1966,25.10.1969,
johnsgary1987,Johns,Gary Thomas,,,,Petrie,QLD,11.7.1987,ALP,ALP,11.7.1987,2.3.1996,
johnsonherbert1940,Johnson,Herbert Victor,,,,Kalgoorlie,WA,16.11.1940,ALP,ALP,16.11.1940,14.10.1958,
johnsonleonard1969,Johnson,Leonard Keith,,,,Burke,VIC,25.10.1969,ALP,ALP,25.10.1969,19.9.1980,
johnsonles1955,Johnson,Leslie Royston,,Les,,Hughes,NSW,10.12.1955,ALP,ALP,10.12.1955,19.12.1983,
johnsonmichael2001,Johnson,Michael Andrew,,,,Ryan,QLD,10.11.2001,LIB,LIB,10.11.2001,1.5.2010,
,,,,,,,,,IND from May 2010,IND,1.5.2010,21.8.2010,
johnsonpeter1975,Johnson,Peter Francis,,,,Brisbane,QLD,13.12.1975,LIB,LIB,13.12.1975,18.10.1980,
johnsonelliot1903,Johnson,William Elliot,,Elliot,Later Sir Elliot,Lang,NSW,16.12.1903,FT,FT,16.12.1903,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,17.11.1928,
johnsonwilliam1910,Johnson,William James,,,,Robertson,NSW,13.4.1910,ALP,ALP,13.4.1910,31.5.1913,
johnstonjames1977,Johnston,James Roger,,,,Hotham,VIC,10.12.1977,LIB,LIB,10.12.1977,18.10.1980,
johnstonricky1996,Johnston,Ricky,,,,Canning,WA,2.3.1996,LIB,LIB,2.3.1996,3.10.1998,
jolleyedward1914,Jolley,Edward Francis George,,,,Grampians,VIC,5.9.1914,ALP,ALP,5.9.1914,1.1.1915,
jollywilliam1937,Jolly,William Alfred,,,,Lilley,QLD,23.10.1937,UAP,UAP,23.10.1937,21.8.1943,
jonesandrew1966,Jones,Andrew Thomas,,,,Adelaide,SA,26.11.1966,LIB,LIB,26.11.1966,25.10.1969,
jonesbarry1977,Jones,Barry Owen,,,,Lalor,VIC,10.12.1977,ALP,ALP,10.12.1977,31.8.1998,
jonescharles1958,Jones,Charles Keith,,,,Newcastle,NSW,22.11.1958,ALP,ALP,22.11.1958,4.2.1983,
jonesewen2010,Jones,Ewen Thomas,,,,Herbert,QLD,21.8.2010,LIB,LIB,21.8.2010,2.7.2016,
jonespaul1928,Jones,Paul,,,,Indi,VIC,17.11.1928,ALP,ALP,17.11.1928,19.12.1931,
jonesstephen2010,Jones,Stephen Patrick,,,,Throsby,NSW,21.8.2010,ALP,ALP,21.8.2010,,
joshuarobert1951,Joshua,Robert,,,,Ballaarat,VIC,28.4.1951,ALP,ALP,28.4.1951,1.4.1955,
,,,,,,,,,ALP (A-C) from April 1955,ALP (A-C) ,1.4.1955,10.12.1955,
joskepercy1951,Joske,Percy Ernest,,,,Balaclava,VIC,28.7.1951,LIB,LIB,28.7.1951,2.6.1960,
jowettedmund1917,Jowett,Edmund,,,,Grampians,VIC,27.10.1917,NAT,NAT,27.10.1917,1.1.1919,
,,,,,,,,,VFU from 1919,VFU,1.1.1919,1.1.1920,
,,,,,,,,,CP from 1920,CP ,1.1.1920,16.12.1922,
joycebarnaby2013,Joyce,Barnaby Thomas Gerard,,,,New England,NSW,7.9.2013,NP,NP,7.9.2013,,
julldavid1975,Jull,David Francis,,,,Bowman,QLD,13.12.1975,LIB,LIB,13.12.1975,17.10.2007,
katterbob1993,Katter,Robert Carl,,Bob younger,,Kennedy,QLD,13.3.1993,NPA,NPA,13.3.1993,1.7.2001,
,,,,,,,,,IND from July 2001,IND,1.7.2001,,
katterbob1966,Katter,Robert Cummin,,Bob older,,Kennedy,QLD,26.11.1966,CP,CP,26.11.1966,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,1.10.1982,
,,,,,,,,,NPA from Oct.1982,NPA ,1.10.1982,19.2.1990,
keanerichard1929,Keane,Richard Valentine,,,,Bendigo,VIC,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
kearneyged2018,Kearney,Gerardine,,Ged,,Batman,VIC,17.3.2018,ALP,ALP,17.3.2018,,
kearneyvictor1956,Kearney,Victor Dennis,,,,Cunningham,NSW,11.4.1956,ALP,ALP,11.4.1956,1.11.1963,
keatingpaul1969,Keating,Paul John,,,,Blaxland,NSW,25.10.1969,ALP,ALP,25.10.1969,23.4.1996,
keayjustine2016,Keay,Justine Terri,,,,Braddon,TAS,2.7.2016,ALP,ALP,2.7.2016,,
keenanmichael2004,Keenan,Michael Fayat,,,,Stirling,WA,9.10.2004,LIB,LIB,9.10.2004,,
kekwickbruce1949,Kekwick,Bruce Huntley,,,,Bass,TAS,10.12.1949,LIB,LIB,10.12.1949,29.5.1954,
kellybert1958,Kelly,Charles Robert,,Bert,,Wakefield,SA,22.11.1958,LIB,LIB,22.11.1958,10.11.1977,
kellycraig2010,Kelly,Craig,,,,Hughes,NSW,21.8.2010,LIB,LIB,21.8.2010,,
kellydeanne1996,Kelly,De-Anne Margaret,,,,Dawson,QLD,2.3.1996,NPA,NPA,2.3.1996,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,24.11.2007,
kellyjackie1996,Kelly,Jacqueline Marie,,Jackie,,Lindsay,NSW,2.3.1996,LIB,LIB,2.3.1996,17.10.2007,
kellymichael2007,Kelly,Michael Joseph,,,,Eden-Monaro,NSW,24.11.2007,ALP,ALP,24.11.2007,,
kellyros1980,Kelly,Roslyn Joan,,Ros,,Canberra,ACT,18.10.1980,ALP,ALP,18.10.1980,30.1.1995,
kellywilliam1903,Kelly,William Henry,,,,Wentworth,NSW,16.12.1903,FT,FT,16.12.1903,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,3.11.1919,
kempdavid1990,Kemp,David Alistair,,,,Goldstein,VIC,24.3.1990,LIB,LIB,24.3.1990,31.8.2004,
kendellwilliam1913,Kendell,William,,,,Corio,VIC,31.5.1913,LIB,LIB,31.5.1913,5.9.1914,
kennedyandrew1969,Kennedy,Andrew David,,,,Bendigo,VIC,7.6.1969,ALP,ALP,7.6.1969,2.12.1972,
kennedythomas1901,Kennedy,Thomas,,,,Moira,VIC,29.3.1901,PROT,PROT,29.3.1901,12.12.1906,
kenthugheswilfrid1949,Kent Hughes,Wilfrid Selwyn,,,Later Sir Wilfrid,Chisholm,VIC,10.12.1949,LIB,LIB,10.12.1949,31.7.1970,
kentlewis1980,Kent,Lewis,,,,Hotham,VIC,18.10.1980,ALP,ALP,18.10.1980,24.3.1990,
keoghleonard1969,Keogh,Leonard Joseph,,,,Bowman,QLD,25.10.1969,ALP,ALP,25.10.1969,5.6.1987,
keoghmatthew2016,Keogh,Matthew James,,,,Burt,WA,2.7.2016,ALP,ALP,2.7.2016,,
keonstandish1949,Keon,Standish Michael,,,,Yarra,VIC,10.12.1949,ALP,ALP,10.12.1949,1.4.1955,
,,,,,,,,,ALP (A-C) from April 1955,ALP (A-C) ,1.4.1955,10.12.1955,
kerbyedwin1919,Kerby,Edwin Thomas John,,,,Ballaarat,VIC,13.12.1919,NAT,NAT,13.12.1919,2.6.1920,
kerinjohn1972,Kerin,John Charles,,,,Macarthur,NSW,2.12.1972,ALP,ALP,2.12.1972,22.12.1993,
kernotcheryl1998,Kernot,Cheryl,,,,Dickson,QLD,3.10.1998,ALP,ALP,3.10.1998,10.11.2001,
kerrduncan1987,Kerr,Duncan James Colquhoun,,,,Denison,TAS,11.7.1987,ALP,ALP,11.7.1987,19.7.2010,
khalilpeter2016,Khalil,Peter,,,,Wills,VIC,2.7.2016,ALP,ALP,2.7.2016,,
killenjames1955,Killen,Denis James,,James,Later Sir James,Moreton,QLD,10.12.1955,LIB,LIB,10.12.1955,15.8.1983,
killenwilliam1922,Killen,William Wilson,,,,Riverina,NSW,16.12.1922,CP,CP,16.12.1922,27.11.1931,
kingcatherine2001,King,Catherine Fiona,,,,Ballarat,VIC,10.11.2001,ALP,ALP,10.11.2001,,
kingmadeleine2016,King,Madeleine Mary Harvie,,,,Brand,WA,2.7.2016,ALP,ALP,2.7.2016,,
kingpeter2001,King,Peter Edward,,,,Wentworth,NSW,10.11.2001,LIB,LIB,10.11.2001,1.9.2004,
,,,,,,,,,IND from Sept. 2004,IND,1.9.2004,9.10.2004,
kingrobert1958,King,Robert Shannon,,,,Wimmera,VIC,22.11.1958,CP,CP,22.11.1958,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,10.11.1977,
kingstoncharles1901,Kingston,Charles Cameron,,,,South Australia,SA,30.3.1901,PROT,PROT,30.3.1901,11.5.1908,
kirwanfrank1969,Kirwan,Frank McLeod,,,,Forrest,WA,25.10.1969,ALP,ALP,25.10.1969,2.12.1972,
kirwanjohn1901,Kirwan,John Waters,,,,Kalgoorlie,WA,29.3.1901,FT,FT,29.3.1901,16.12.1903,
klugmandick1969,Klugman,Richard Emanuel,,Dick,,Prospect,NSW,25.10.1969,ALP,ALP,25.10.1969,19.2.1990,
knottpeter1993,Knott,Peter John,,,,Gilmore,NSW,13.3.1993,ALP,ALP,13.3.1993,2.3.1996,
knoxwilliam1901,Knox,William,,,,Kooyong,VIC,29.3.1901,FT,FT,29.3.1901,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,26.7.1910,
laceyandrew1922,Lacey,Andrew William,,,,Grey,SA,16.12.1922,ALP,ALP,16.12.1922,19.12.1931,
lambtony1972,Lamb,Antony Hamilton,,Tony,,La Trobe,VIC,2.12.1972,ALP,ALP,2.12.1972,24.3.1990,
lambsusan2016,Lamb,Susan,,,,Longman,QLD,2.7.2016,ALP,ALP,2.7.2016,,
lambertwilliam1921,Lambert,William Henry,,,,West Sydney,NSW,3.9.1921,ALP,ALP,3.9.1921,6.9.1928,
lamingandrew2004,Laming,Andrew Charles,,,,Bowman,QLD,9.10.2004,LIB,LIB,9.10.2004,,
lamondhector1917,Lamond,Hector,,,,Illawarra,NSW,5.5.1917,NAT,NAT,5.5.1917,16.12.1922,
landrymichelle2013,Landry,Michelle Leanne,,,,Capricornia,QLD,7.9.2013,NP,NP,7.9.2013,,
lanealbert1931,Lane,Albert,,,,Barton,NSW,19.12.1931,UAP,UAP,19.12.1931,21.9.1940,
langjack1946,Lang,John Thomas,,Jack,,Reid,NSW,28.9.1946,LANG LAB,LANG LAB,28.9.1946,1.1.1948,
,,,,,,,,,ALP (N-C) from 1948,ALP (N-C) ,1.1.1948,10.12.1949,
langmorejohn1984,Langmore,John Vance,,,,Fraser,ACT,1.12.1984,ALP,ALP,1.12.1984,6.12.1996,
langtryjoseph1940,Langtry,Joseph Ignatius,,,,Riverina,NSW,21.9.1940,ALP,ALP,21.9.1940,10.12.1949,
lathamjohn1922,Latham,John Greig,,,,Kooyong,VIC,16.12.1922,LIB,LIB,16.12.1922,1.1.1925,
,,,,,,,,,NAT from 1925,NAT ,1.1.1925,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,7.8.1934,
lathammark1994,Latham,Mark William,,,,Werriwa,NSW,29.1.1994,ALP,ALP,29.1.1994,21.1.2005,
laundycraig2013,Laundy,Craig Arthur Samuel,,,,Reid,NSW,7.9.2013,LIB,LIB,7.9.2013,,
lavarchmichael1987,Lavarch,Michael Hugh,,,,Fisher,QLD,11.7.1987,ALP,ALP,11.7.1987,2.3.1996,
lavellethomas1919,Lavelle,Thomas James,,,,Calare,NSW,13.12.1919,ALP,ALP,13.12.1919,16.12.1922,
lawleranthony1998,Lawler,Anthony John,,,,Parkes,NSW,3.10.1998,NPA,NPA,3.10.1998,8.10.2001,
lawrencecarmen1994,Lawrence,Carmen Mary,,,,Fremantle,WA,12.3.1994,ALP,ALP,12.3.1994,17.10.2007,
lawrencewilliam1949,Lawrence,William Robert,,,,Wimmera,VIC,10.12.1949,LIB,LIB,10.12.1949,22.11.1958,
lawsongeorge1931,Lawson,George,,,,Brisbane,QLD,19.12.1931,FLP,FLP,19.12.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,2.11.1961,
lawsonjohn1931,Lawson,John Norman,,,,Macquarie,NSW,19.12.1931,UAP,UAP,19.12.1931,21.9.1940,
lazzarinihubert1919,Lazzarini,Hubert Peter,,,,Werriwa,NSW,13.12.1919,ALP,ALP,13.12.1919,19.12.1931,
,,,,,,Werriwa,NSW,15.9.1934,LANG LAB,LANG LAB,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,1.10.1952,
leckiejohn1917,Leckie,John William,,,,Indi,VIC,5.5.1917,NAT,NAT,5.5.1917,13.12.1919,
leehenry1903,Lee,Henry William,,,,Cowper,NSW,16.12.1903,FT,FT,16.12.1903,12.12.1906,
leemervyn1966,Lee,Mervyn William,,,,Lalor,VIC,26.11.1966,LIB,LIB,26.11.1966,25.10.1969,
leemichael1984,Lee,Michael John,,,,Dobell,NSW,1.12.1984,ALP,ALP,1.12.1984,10.11.2001,
leeserjulian2016,Leeser,Julian Martin,,,,Berowra,NSW,2.7.2016,LIB,LIB,2.7.2016,,
leighandrew2010,Leigh,Andrew Keith,,,,Fraser,ACT,21.8.2010,ALP,ALP,21.8.2010,,
lemmonnelson1943,Lemmon,Nelson,,,,Forrest,WA,21.8.1943,ALP,ALP,21.8.1943,10.12.1955,
lesliehugh1949,Leslie,Hugh Alan,,,,Moore,WA,10.12.1949,CP,CP,10.12.1949,1.11.1963,
lewisarthur1929,Lewis,Arthur,,,,Corio,VIC,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
leysussan2001,Ley,Sussan Penelope,,,,Farrer,NSW,10.11.2001,LIB,LIB,10.11.2001,,
leythomas1925,Ley,Thomas John,,,,Barton,NSW,14.11.1925,NAT,NAT,14.11.1925,17.11.1928,
liddellfrank1903,Liddell,Frank,,,,Hunter,NSW,16.12.1903,FT,FT,16.12.1903,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,13.4.1910,Name change
liebermanlouis1993,Lieberman,Louis Stuart,,,,Indi,VIC,13.3.1993,LIB,LIB,13.3.1993,8.10.2001,
lindsayeamon1983,Lindsay,Eamon John,,,,Herbert,QLD,5.3.1983,ALP,ALP,5.3.1983,2.3.1996,
lindsaypeter1996,Lindsay,Peter John,,,,Herbert,QLD,2.3.1996,LIB,LIB,2.3.1996,19.7.2010,
lindsayrobert1954,Lindsay,Robert William Ludovic,,,,Flinders,VIC,29.5.1954,LIB,LIB,29.5.1954,31.10.1966,
listerjohn1917,Lister,John Henry,,,,Corio,VIC,5.5.1917,NAT,NAT,5.5.1917,12.10.1929,
littleprouddavid2016,Littleproud,David,,,,Maranoa,QLD,2.7.2016,NAT,NAT,2.7.2016,,
livermorekirsten1998,Livermore,Kirsten Fiona,,,,Capricornia,QLD,3.10.1998,ALP,ALP,3.10.1998,5.8.2013,
livingstonjohn1906,Livingston,John,,,,Barker,SA,12.12.1906,ANTI-SOC,ANTI-SOC,12.12.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,6.11.1922,
lloydbruce1971,Lloyd,Bruce,,,,Murray,VIC,20.3.1971,CP,CP,20.3.1971,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,29.1.1996,
lloydjames1996,Lloyd,James Eric,,,,Robertson,NSW,2.3.1996,LIB,LIB,2.3.1996,24.11.2007,
longwilliam1928,Long,William John,,,,Lang,NSW,17.11.1928,ALP,ALP,17.11.1928,19.12.1931,
lonsdaleedmund1903,Lonsdale,Edmund,,,,New England,NSW,16.12.1903,FT,FT,16.12.1903,12.12.1906,
luchettianthony1951,Luchetti,Anthony Sylvester,,,,Macquarie,NSW,28.7.1951,ALP,ALP,28.7.1951,11.11.1975,
luckaubrey1951,Luck,Aubrey William George,,,,Darwin,TAS,28.4.1951,LIB,LIB,28.4.1951,22.11.1958,
lucockphilip1952,Lucock,Philip Ernest,,,,Lyne,NSW,22.3.1952,CP,CP,22.3.1952,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,19.9.1980,
lusherstephen1974,Lusher,Stephen Augustus,,,,Hume,NSW,18.5.1974,CP,CP,18.5.1974,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,1.12.1984,
lynchjohn1914,Lynch,John,,,,Werriwa,NSW,5.9.1914,ALP,ALP,5.9.1914,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,13.12.1919,
lynchphillip1966,Lynch,Phillip Reginald,,,Later Sir Phillip,Flinders,VIC,26.11.1966,LIB,LIB,26.11.1966,22.10.1982,
lynewilliam1901,Lyne,William John,Sir,,,Hume,NSW,29.3.1901,PROT,PROT,29.3.1901,1.1.1910,
,,,,,,,,,IND from 1910,IND,1.1.1910,31.5.1913,
lyonsenid1943,Lyons,Enid Muriel,Dame,,,Darwinf,TAS,21.8.1943,UAP,UAP,21.8.1943,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,19.3.1951,
lyonsgeoffrey2010,Lyons,Geoffrey Raymond,,,,Bass,TAS,21.8.2010,ALP,ALP,21.8.2010,7.9.2013,
lyonsjoseph1929,Lyons,Joseph Aloysius,,,,Wilmot,TAS,12.10.1929,ALP,ALP,12.10.1929,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,7.4.1939,
mcarthurfergus1984,McArthur,Fergus Stewart,,,,Corangamite,VIC,18.2.1984,LIB,LIB,18.2.1984,24.11.2007,
mcbrideemma2016,McBride,Emma Margaret,,,,Dobell,NSW,2.7.2016,ALP,ALP,2.7.2016,,
mcbridephilip1931,McBride,Philip Albert Martin,,,Later Sir Philip,Grey,SA,19.12.1931,UAP,UAP,19.12.1931,21.9.1937,
,,,,,,Wakefield,SA,28.9.1946,LIB,LIB,28.9.1946,1.1.1951,
,,,,,,,,,LCL from 1951,LCL ,1.1.1951,1.1.1954,
,,,,,,,,,LIB from 1954,LIB ,1.1.1954,14.10.1958,
mccallwilliam1934,McCall,William Victor,,,,Martin,NSW,15.9.1934,UAP,UAP,15.9.1934,21.8.1943,
mccayjames1901,McCay,James Whiteside,,,,Corinella,VIC,29.3.1901,PROT,PROT,29.3.1901,12.12.1906,
mcclellandhugh1931,McClelland,Hugh,,,,Wimmera,VIC,19.12.1931,CP,CP,19.12.1931,1.1.1934,
,,,,,,,,,AUST CP from 1934,AUST CP ,1.1.1934,23.10.1937,
mcclellandrobert1996,McClelland,Robert Bruce,,,,Barton,NSW,2.3.1996,ALP,ALP,2.3.1996,5.8.2013,
mccolljames1901,McColl,James Hiers,,,,Echuca,VIC,29.3.1901,PROT,PROT,29.3.1901,5.11.1906,
mccolmmalcolm1949,McColm,Malcolm Llewellyn,,,,Bowman,QLD,10.12.1949,LIB,LIB,10.12.1949,9.12.1961,
mccormackmichael2010,McCormack,Michael Francis,,,,Riverina,NSW,21.8.2010,NP,NP,21.8.2010,,
mcdonaldallan1940,McDonald,Allan McKenzie,,,,Corangamite,VIC,21.9.1940,UAP,UAP,21.9.1940,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,10.6.1953,
mcdonaldcharles1901,McDonald,Charles,,,,Kennedy,QLD,30.3.1901,ALP,ALP,30.3.1901,13.11.1925,
mcdonaldfrederick1922,McDonald,Frederick Albert,,,,Barton,NSW,16.12.1922,ALP,ALP,16.12.1922,14.11.1925,
mcdougallgraeme1996,McDougall,Graeme Robert,,,,Griffith,QLD,2.3.1996,LIB,LIB,2.3.1996,3.10.1998,
mcdougalljohn1906,McDougall,John Keith,,,,Wannon,VIC,12.12.1906,ALP,ALP,12.12.1906,31.5.1913,
mceacharnmalcolm1901,McEacharn,Malcolm Donald,Sir,,,Melbourne,VIC,29.3.1901,PROT,PROT,29.3.1901,16.12.1903,
mcewenjohn1934,McEwen,John,,,Later Sir John,Echuca,VIC,15.9.1934,CP,CP,15.9.1934,1.1.1940,
,,,,,,Indi,VIC,23.10.1937,LCL from 1940,LCL ,1.1.1940,1.1.1943,
,,,,,,,,,CP from 1943,CP ,1.1.1943,1.2.1971,
mcfarlanejann1998,McFarlane,Jann Sonya,,,,Stirling,WA,3.10.1998,ALP,ALP,3.10.1998,9.10.2004,
mcgauranpeter1983,McGauran,Peter John,,,,Gippsland,VIC,5.3.1983,NPA,NPA,5.3.1983,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,9.4.2008,
mcgowancathy2013,McGowan,Catherine,,Cathy,,Indi,VIC,7.9.2013,IND,IND,7.9.2013,,
mcgrathdavid1913,McGrath,David Charles,,,,Ballaarat,VIC,31.5.1913,ALP,ALP,31.5.1913,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,31.7.1934,
mcgurenfrank1961,McGuren,Francis William,,Frank,,Cowper,NSW,9.12.1961,ALP,ALP,9.12.1961,30.11.1963,
mchughjeannette1983,McHugh,Jeannette,,,,Phillip,NSW,5.3.1983,ALP,ALP,5.3.1983,29.1.1996,
mchughsydney1938,McHugh,Sydney,,,,Wakefield,SA,10.12.1938,ALP,ALP,10.12.1938,21.9.1940,
mcivorhector1955,McIvor,Hector James,,,,Gellibrand,VIC,10.12.1955,ALP,ALP,10.12.1955,2.11.1972,
mckenziedavid1972,McKenzie,David Charles,,,,Diamond Valley,VIC,2.12.1972,ALP,ALP,2.12.1972,13.12.1975,
mckewmaxine2007,McKew,Maxine Margaret,,,,Bennelong,NSW,24.11.2007,ALP,ALP,24.11.2007,21.8.2010,
mclachlanian1990,McLachlan,Ian Murray,,,,Barker,SA,24.3.1990,LIB,LIB,24.3.1990,31.8.1998,
