hansardDates, chamber
1969-04-30, Senate
1969-05-01, Senate
1969-05-13, Senate
1969-05-14, Senate
1969-05-15, Senate
1969-05-20, Senate
1969-05-21, Senate
1969-05-22, Senate
1969-05-27, Senate
1969-05-28, Senate
1969-05-29, Senate
1969-05-30, Senate
1969-06-03, Senate
1969-06-04, Senate
1969-08-12, Senate
1969-08-13, Senate
1969-08-19, Senate
1969-08-20, Senate
1969-08-21, Senate
1969-08-26, Senate
1969-08-27, Senate
1969-08-28, Senate
1969-09-09, Senate
1969-09-10, Senate
1969-09-11, Senate
1969-09-12, Senate
1969-09-16, Senate
1969-09-17, Senate
1969-09-18, Senate
1969-09-19, Senate
1969-09-23, Senate
1969-09-24, Senate
1969-09-25, Senate
1969-09-26, Senate
1969-11-25, Senate
1970-03-03, Senate
1970-03-04, Senate
1970-03-05, Senate
1970-03-10, Senate
1970-03-11, Senate
1970-03-12, Senate
1970-03-17, Senate
1970-03-18, Senate
1970-03-19, Senate
1970-04-07, Senate
1970-04-08, Senate
1970-04-09, Senate
1970-04-14, Senate
1970-04-15, Senate
1970-04-16, Senate
1970-04-21, Senate
1970-04-22, Senate
1970-04-23, Senate
1970-05-05, Senate
1970-05-06, Senate
1970-05-07, Senate
1970-05-12, Senate
1970-05-13, Senate
1970-05-14, Senate
1970-05-19, Senate
1970-05-20, Senate
1970-05-21, Senate
1970-05-22, Senate
1970-06-02, Senate
1970-06-03, Senate
1970-06-04, Senate
1970-06-05, Senate
1970-06-09, Senate
1970-06-10, Senate
1970-06-11, Senate
1970-06-12, Senate
1970-06-16, Senate
1970-06-17, Senate
1970-06-18, Senate
1970-08-18, Senate
1970-08-19, Senate
1970-08-20, Senate
1970-08-25, Senate
1970-08-26, Senate
1970-08-27, Senate
1970-09-01, Senate
1970-09-02, Senate
1970-09-03, Senate
1970-09-15, Senate
1970-09-16, Senate
1970-09-17, Senate
1970-09-22, Senate
1970-09-23, Senate
1970-09-24, Senate
1970-09-29, Senate
1970-09-30, Senate
1970-10-01, Senate
1970-10-13, Senate
1970-10-14, Senate
1970-10-15, Senate
1970-10-16, Senate
1970-10-19, Senate
1970-10-20, Senate
1970-10-21, Senate
1970-10-22, Senate
1970-10-26, Senate
1970-10-27, Senate
1970-10-28, Senate
1970-10-29, Senate
1970-10-30, Senate
1970-11-02, Senate
1970-11-03, Senate
1970-11-04, Senate
1971-02-16, Senate
1971-02-17, Senate
1971-02-18, Senate
1971-02-23, Senate
1971-02-24, Senate
1971-02-25, Senate
1971-03-09, Senate
1971-03-10, Senate
1971-03-15, Senate
1971-03-16, Senate
1971-03-30, Senate
1971-03-31, Senate
1971-04-01, Senate
1971-04-06, Senate
1971-04-07, Senate
1971-04-20, Senate
1971-04-21, Senate
1971-04-22, Senate
1971-04-27, Senate
1971-04-28, Senate
1971-04-29, Senate
1971-04-30, Senate
1971-05-04, Senate
1971-05-05, Senate
1971-05-06, Senate
1971-05-07, Senate
1971-05-11, Senate
1971-05-12, Senate
1971-05-13, Senate
1971-05-14, Senate
1971-05-18, Senate
1971-05-19, Senate
1971-05-20, Senate
1971-08-17, Senate
1971-08-18, Senate
1971-08-19, Senate
1971-08-24, Senate
1971-08-25, Senate
1971-08-26, Senate
1971-09-07, Senate
1971-09-08, Senate
1971-09-09, Senate
1971-09-14, Senate
1971-09-15, Senate
1971-09-16, Senate
1971-09-28, Senate
1971-09-29, Senate
1971-09-30, Senate
1971-10-05, Senate
1971-10-06, Senate
1971-10-07, Senate
1971-10-12, Senate
1971-10-13, Senate
1971-10-14, Senate
1971-10-26, Senate
1971-10-27, Senate
1971-10-28, Senate
1971-11-02, Senate
1971-11-03, Senate
1971-11-04, Senate
1971-11-09, Senate
1971-11-10, Senate
1971-11-11, Senate
1971-11-23, Senate
1971-11-24, Senate
1971-11-25, Senate
1971-11-30, Senate
1971-12-01, Senate
1971-12-02, Senate
1971-12-07, Senate
1971-12-08, Senate
1971-12-09, Senate
1971-12-10, Senate
1972-02-22, Senate
1972-02-23, Senate
1972-02-24, Senate
1972-02-29, Senate
1972-03-01, Senate
1972-03-02, Senate
1972-03-07, Senate
1972-03-08, Senate
1972-03-09, Senate
1972-03-22, Senate
1972-03-23, Senate
1972-04-11, Senate
1972-04-12, Senate
1972-04-13, Senate
1972-04-18, Senate
1972-04-19, Senate
1972-04-20, Senate
1972-04-26, Senate
1972-04-27, Senate
1972-05-09, Senate
1972-05-10, Senate
1972-05-11, Senate
1972-05-16, Senate
1972-05-17, Senate
1972-05-18, Senate
1972-05-23, Senate
1972-05-24, Senate
1972-05-25, Senate
1972-05-26, Senate
1972-05-30, Senate
1972-05-31, Senate
1972-06-01, Senate
1972-08-15, Senate
1972-08-16, Senate
1972-08-17, Senate
1972-08-22, Senate
1972-08-23, Senate
1972-08-24, Senate
1972-08-29, Senate
1972-08-30, Senate
1972-08-31, Senate
1972-09-12, Senate
1972-09-13, Senate
1972-09-14, Senate
1972-09-19, Senate
1972-09-20, Senate
1972-09-21, Senate
1972-09-26, Senate
1972-09-27, Senate
1972-09-28, Senate
1972-10-10, Senate
1972-10-11, Senate
1972-10-12, Senate
1972-10-17, Senate
1972-10-18, Senate
1972-10-19, Senate
1972-10-24, Senate
1972-10-25, Senate
1972-10-26, Senate
1972-10-27, Senate
1972-10-30, Senate
1972-10-31, Senate
1973-02-27, Senate
1973-02-28, Senate
1973-03-01, Senate
1973-03-06, Senate
1973-03-07, Senate
1973-03-08, Senate
1973-03-13, Senate
1973-03-14, Senate
1973-03-15, Senate
1973-03-27, Senate
1973-03-28, Senate
1973-03-29, Senate
1973-04-03, Senate
1973-04-04, Senate
1973-04-05, Senate
1973-04-10, Senate
1973-04-11, Senate
1973-04-12, Senate
1973-05-01, Senate
1973-05-02, Senate
1973-05-03, Senate
1973-05-08, Senate
1973-05-09, Senate
1973-05-10, Senate
1973-05-15, Senate
1973-05-16, Senate
1973-05-17, Senate
1973-05-22, Senate
1973-05-23, Senate
1973-05-24, Senate
1973-05-29, Senate
1973-05-30, Senate
1973-05-31, Senate
1973-06-01, Senate
1973-06-05, Senate
1973-06-06, Senate
1973-06-07, Senate
1973-06-08, Senate
1973-08-21, Senate
1973-08-22, Senate
1973-08-23, Senate
1973-08-28, Senate
1973-08-29, Senate
1973-08-30, Senate
1973-09-11, Senate
1973-09-12, Senate
1973-09-13, Senate
1973-09-18, Senate
1973-09-19, Senate
1973-09-20, Senate
1973-09-25, Senate
1973-09-26, Senate
1973-09-27, Senate
1973-10-09, Senate
1973-10-10, Senate
1973-10-11, Senate
1973-10-16, Senate
1973-10-17, Senate
1973-10-18, Senate
1973-10-23, Senate
1973-10-24, Senate
1973-10-25, Senate
1973-11-06, Senate
1973-11-07, Senate
1973-11-08, Senate
1973-11-13, Senate
1973-11-14, Senate
1973-11-15, Senate
1973-11-20, Senate
1973-11-21, Senate
1973-11-22, Senate
1973-11-27, Senate
1973-11-28, Senate
1973-11-29, Senate
1973-12-04, Senate
1973-12-05, Senate
1973-12-06, Senate
1973-12-11, Senate
1973-12-12, Senate
1973-12-13, Senate
1974-02-28, Senate
1974-03-05, Senate
1974-03-06, Senate
1974-03-07, Senate
1974-03-12, Senate
1974-03-13, Senate
1974-03-14, Senate
1974-03-19, Senate
1974-03-20, Senate
1974-03-21, Senate
1974-04-02, Senate
1974-04-03, Senate
1974-04-04, Senate
1974-04-08, Senate
1974-04-09, Senate
1974-04-10, Senate
1974-07-09, Senate
1974-07-10, Senate
1974-07-11, Senate
1974-07-16, Senate
1974-07-17, Senate
1974-07-18, Senate
1974-07-23, Senate
1974-07-24, Senate
1974-07-25, Senate
1974-07-30, Senate
1974-07-31, Senate
1974-08-01, Senate
1974-08-06, Senate
1974-08-07, Senate
1974-08-13, Senate
1974-08-14, Senate
1974-08-15, Senate
1974-08-16, Senate
1974-09-17, Senate
1974-09-18, Senate
1974-09-19, Senate
1974-09-24, Senate
1974-09-25, Senate
1974-09-26, Senate
1974-10-01, Senate
1974-10-02, Senate
1974-10-03, Senate
1974-10-15, Senate
1974-10-16, Senate
1974-10-17, Senate
1974-10-22, Senate
1974-10-24, Senate
1974-10-29, Senate
1974-10-30, Senate
1974-10-31, Senate
1974-11-12, Senate
1974-11-13, Senate
1974-11-14, Senate
1974-11-19, Senate
1974-11-20, Senate
1974-11-21, Senate
1974-11-26, Senate
1974-11-27, Senate
1974-11-28, Senate
1974-12-03, Senate
1974-12-04, Senate
1974-12-05, Senate
1974-12-10, Senate
1974-12-11, Senate
1975-02-11, Senate
1975-02-12, Senate
1975-02-13, Senate
1975-02-18, Senate
1975-02-19, Senate
1975-02-20, Senate
1975-02-25, Senate
1975-02-26, Senate
1975-02-27, Senate
1975-03-04, Senate
1975-03-05, Senate
1975-03-06, Senate
1975-04-08, Senate
1975-04-09, Senate
1975-04-10, Senate
1975-04-15, Senate
1975-04-16, Senate
1975-04-17, Senate
1975-04-21, Senate
1975-04-22, Senate
1975-04-23, Senate
1975-05-13, Senate
1975-05-14, Senate
1975-05-15, Senate
1975-05-20, Senate
1975-05-21, Senate
1975-05-22, Senate
1975-05-27, Senate
1975-05-28, Senate
1975-05-29, Senate
1975-06-03, Senate
1975-06-04, Senate
1975-06-05, Senate
1975-06-10, Senate
1975-06-11, Senate
1975-06-12, Senate
1975-07-09, Senate
1975-07-15, Senate
1975-07-16, Senate
1975-07-17, Senate
1975-08-20, Senate
1975-08-21, Senate
1975-08-26, Senate
1975-08-27, Senate
1975-08-28, Senate
1975-09-02, Senate
1975-09-03, Senate
1975-09-04, Senate
1975-09-09, Senate
1975-09-10, Senate
1975-09-11, Senate
1975-09-30, Senate
1975-10-01, Senate
1975-10-02, Senate
1975-10-07, Senate
1975-10-08, Senate
1975-10-09, Senate
1975-10-14, Senate
1975-10-15, Senate
1975-10-16, Senate
1975-10-21, Senate
1975-10-22, Senate
1975-10-28, Senate
1975-10-29, Senate
1975-10-30, Senate
1975-11-04, Senate
1975-11-05, Senate
1975-11-06, Senate
1975-11-11, Senate
1976-02-17, Senate
1976-02-18, Senate
1976-02-19, Senate
1976-02-24, Senate
1976-02-25, Senate
1976-02-26, Senate
1976-03-02, Senate
1976-03-03, Senate
1976-03-04, Senate
1976-03-16, Senate
1976-03-17, Senate
1976-03-18, Senate
1976-03-23, Senate
1976-03-24, Senate
1976-03-25, Senate
1976-03-30, Senate
1976-03-31, Senate
1976-04-01, Senate
1976-04-06, Senate
1976-04-07, Senate
1976-04-08, Senate
1976-04-27, Senate
1976-04-28, Senate
1976-04-29, Senate
1976-05-04, Senate
1976-05-05, Senate
1976-05-06, Senate
1976-05-18, Senate
1976-05-19, Senate
1976-05-20, Senate
1976-05-25, Senate
1976-05-26, Senate
1976-05-27, Senate
1976-06-01, Senate
1976-06-02, Senate
1976-06-03, Senate
1976-06-04, Senate
1976-08-17, Senate
1976-08-18, Senate
1976-08-19, Senate
1976-08-24, Senate
1976-08-25, Senate
1976-08-26, Senate
1976-09-07, Senate
1976-09-08, Senate
1976-09-09, Senate
1976-09-14, Senate
1976-09-15, Senate
1976-09-16, Senate
1976-09-21, Senate
1976-09-22, Senate
1976-09-23, Senate
1976-10-05, Senate
1976-10-06, Senate
1976-10-07, Senate
1976-10-12, Senate
1976-10-13, Senate
1976-10-14, Senate
1976-10-19, Senate
1976-10-20, Senate
1976-10-21, Senate
1976-11-02, Senate
1976-11-03, Senate
1976-11-04, Senate
1976-11-09, Senate
1976-11-10, Senate
1976-11-11, Senate
1976-11-16, Senate
1976-11-17, Senate
1976-11-18, Senate
1976-11-30, Senate
1976-12-01, Senate
1976-12-02, Senate
1976-12-03, Senate
1976-12-06, Senate
1976-12-07, Senate
1976-12-08, Senate
1976-12-09, Senate
1976-12-10, Senate
1977-02-15, Senate
1977-02-16, Senate
1977-02-17, Senate
1977-02-22, Senate
1977-02-23, Senate
1977-02-24, Senate
1977-02-25, Senate
1977-03-08, Senate
1977-03-09, Senate
1977-03-10, Senate
1977-03-15, Senate
1977-03-16, Senate
1977-03-17, Senate
1977-03-22, Senate
1977-03-23, Senate
1977-03-24, Senate
1977-03-29, Senate
1977-03-30, Senate
1977-03-31, Senate
1977-04-20, Senate
1977-04-21, Senate
1977-04-26, Senate
1977-04-27, Senate
1977-04-28, Senate
1977-05-03, Senate
1977-05-04, Senate
1977-05-05, Senate
1977-05-24, Senate
1977-05-25, Senate
1977-05-26, Senate
1977-05-27, Senate
1977-05-30, Senate
1977-05-31, Senate
1977-06-01, Senate
1977-06-02, Senate
1977-06-03, Senate
1977-08-16, Senate
1977-08-17, Senate
1977-08-18, Senate
1977-08-19, Senate
1977-08-23, Senate
1977-08-24, Senate
1977-08-25, Senate
1977-09-06, Senate
1977-09-07, Senate
1977-09-08, Senate
1977-09-13, Senate
1977-09-14, Senate
1977-09-15, Senate
1977-09-20, Senate
1977-09-21, Senate
1977-09-22, Senate
1977-10-04, Senate
1977-10-05, Senate
1977-10-06, Senate
1977-10-11, Senate
1977-10-12, Senate
1977-10-13, Senate
1977-10-18, Senate
1977-10-19, Senate
1977-10-20, Senate
1977-10-21, Senate
1977-10-25, Senate
1977-10-26, Senate
1977-10-27, Senate
1977-11-01, Senate
1977-11-02, Senate
1977-11-03, Senate
1977-11-04, Senate
1977-11-07, Senate
1977-11-08, Senate
1977-11-09, Senate
1978-02-21, Senate
1978-02-22, Senate
1978-02-23, Senate
1978-02-28, Senate
1978-03-01, Senate
1978-03-02, Senate
1978-03-07, Senate
1978-03-08, Senate
1978-03-09, Senate
1978-03-14, Senate
1978-03-15, Senate
1978-03-16, Senate
1978-04-04, Senate
1978-04-05, Senate
1978-04-06, Senate
1978-04-07, Senate
1978-04-10, Senate
1978-04-11, Senate
1978-04-12, Senate
1978-04-13, Senate
1978-05-02, Senate
1978-05-03, Senate
1978-05-04, Senate
1978-05-05, Senate
1978-05-08, Senate
1978-05-09, Senate
1978-05-10, Senate
1978-05-11, Senate
1978-05-23, Senate
1978-05-24, Senate
1978-05-25, Senate
1978-05-26, Senate
1978-05-29, Senate
1978-05-30, Senate
1978-05-31, Senate
1978-06-01, Senate
1978-06-02, Senate
1978-06-06, Senate
1978-06-07, Senate
1978-06-08, Senate
1978-06-09, Senate
1978-08-15, Senate
1978-08-16, Senate
1978-08-17, Senate
1978-08-22, Senate
1978-08-23, Senate
1978-08-24, Senate
1978-09-12, Senate
1978-09-13, Senate
1978-09-14, Senate
1978-09-19, Senate
1978-09-20, Senate
1978-09-21, Senate
1978-09-26, Senate
1978-09-27, Senate
1978-09-28, Senate
1978-10-11, Senate
1978-10-12, Senate
1978-10-17, Senate
1978-10-18, Senate
1978-10-19, Senate
1978-10-24, Senate
1978-10-25, Senate
1978-10-26, Senate
1978-11-07, Senate
1978-11-08, Senate
1978-11-09, Senate
1978-11-14, Senate
1978-11-15, Senate
1978-11-16, Senate
1978-11-17, Senate
1978-11-21, Senate
1978-11-22, Senate
1978-11-23, Senate
1978-11-24, Senate
1979-02-20, Senate
1979-02-21, Senate
1979-02-22, Senate
1979-02-27, Senate
1979-02-28, Senate
1979-03-01, Senate
1979-03-06, Senate
1979-03-07, Senate
1979-03-08, Senate
1979-03-20, Senate
1979-03-21, Senate
1979-03-22, Senate
1979-03-27, Senate
1979-03-28, Senate
1979-03-29, Senate
1979-04-03, Senate
1979-04-04, Senate
1979-04-05, Senate
1979-05-01, Senate
1979-05-02, Senate
1979-05-03, Senate
1979-05-08, Senate
1979-05-09, Senate
1979-05-10, Senate
1979-05-22, Senate
1979-05-23, Senate
1979-05-24, Senate
1979-05-28, Senate
1979-05-29, Senate
1979-05-30, Senate
1979-05-31, Senate
1979-06-04, Senate
1979-06-05, Senate
1979-06-06, Senate
1979-06-07, Senate
1979-06-08, Senate
1979-08-21, Senate
1979-08-22, Senate
1979-08-23, Senate
1979-08-28, Senate
1979-08-29, Senate
1979-08-30, Senate
1979-09-11, Senate
1979-09-12, Senate
1979-09-13, Senate
1979-09-18, Senate
1979-09-19, Senate
1979-09-20, Senate
1979-09-25, Senate
1979-09-26, Senate
1979-09-27, Senate
1979-10-09, Senate
1979-10-10, Senate
1979-10-11, Senate
1979-10-16, Senate
1979-10-17, Senate
1979-10-18, Senate
1979-10-23, Senate
1979-10-24, Senate
1979-10-25, Senate
1979-11-06, Senate
1979-11-07, Senate
1979-11-08, Senate
1979-11-13, Senate
1979-11-14, Senate
1979-11-15, Senate
1979-11-19, Senate
1979-11-20, Senate
1979-11-21, Senate
1979-11-22, Senate
1979-11-23, Senate
1980-02-19, Senate
1980-02-20, Senate
1980-02-21, Senate
1980-02-26, Senate
1980-02-27, Senate
1980-02-28, Senate
1980-03-04, Senate
1980-03-05, Senate
1980-03-06, Senate
1980-03-18, Senate
1980-03-19, Senate
1980-03-20, Senate
1980-03-25, Senate
1980-03-26, Senate
1980-03-27, Senate
1980-03-31, Senate
1980-04-01, Senate
1980-04-02, Senate
1980-04-15, Senate
1980-04-16, Senate
1980-04-17, Senate
1980-04-21, Senate
1980-04-22, Senate
1980-04-23, Senate
1980-04-28, Senate
1980-04-29, Senate
1980-04-30, Senate
1980-05-01, Senate
1980-05-13, Senate
1980-05-14, Senate
1980-05-15, Senate
1980-05-16, Senate
1980-05-20, Senate
1980-05-21, Senate
1980-05-22, Senate
1980-05-23, Senate
1980-08-19, Senate
1980-08-20, Senate
1980-08-21, Senate
1980-08-26, Senate
1980-08-27, Senate
1980-08-28, Senate
1980-09-09, Senate
1980-09-10, Senate
1980-09-11, Senate
1980-09-12, Senate
1980-09-15, Senate
1980-09-16, Senate
1980-09-17, Senate
1980-09-18, Senate
1980-11-25, Senate
1980-11-26, Senate
1980-11-27, Senate
1980-12-02, Senate
1980-12-03, Senate
1980-12-04, Senate
1980-12-05, Senate
1981-02-24, Senate
1981-02-25, Senate
1981-02-26, Senate
1981-03-03, Senate
1981-03-04, Senate
1981-03-05, Senate
1981-03-10, Senate
1981-03-11, Senate
1981-03-12, Senate
1981-03-24, Senate
1981-03-25, Senate
1981-03-26, Senate
1981-03-31, Senate
1981-04-01, Senate
1981-04-02, Senate
1981-04-07, Senate
1981-04-08, Senate
1981-04-09, Senate
1981-04-28, Senate
1981-04-29, Senate
1981-04-30, Senate
1981-05-05, Senate
1981-05-06, Senate
1981-05-07, Senate
1981-05-12, Senate
1981-05-13, Senate
1981-05-14, Senate
1981-05-26, Senate
1981-05-27, Senate
1981-05-28, Senate
1981-05-29, Senate
1981-06-02, Senate
1981-06-03, Senate
1981-06-04, Senate
1981-06-05, Senate
1981-06-09, Senate
1981-06-10, Senate
1981-06-11, Senate
1981-06-12, Senate
1981-08-18, Senate
1981-08-19, Senate
1981-08-20, Senate
1981-08-25, Senate
1981-08-26, Senate
1981-08-27, Senate
1981-09-08, Senate
1981-09-09, Senate
1981-09-10, Senate
1981-09-15, Senate
1981-09-16, Senate
1981-09-17, Senate
1981-09-22, Senate
1981-09-23, Senate
1981-09-24, Senate
1981-10-13, Senate
1981-10-14, Senate
1981-10-15, Senate
1981-10-20, Senate
1981-10-21, Senate
1981-10-22, Senate
1981-10-27, Senate
1981-10-28, Senate
1981-10-29, Senate
1981-11-10, Senate
1981-11-11, Senate
1981-11-12, Senate
1981-11-17, Senate
1981-11-18, Senate
1981-11-19, Senate
1981-11-24, Senate
1981-11-25, Senate
1981-11-26, Senate
1982-02-16, Senate
1982-02-17, Senate
1982-02-18, Senate
1982-02-23, Senate
1982-02-24, Senate
1982-02-25, Senate
1982-03-09, Senate
1982-03-10, Senate
1982-03-11, Senate
1982-03-16, Senate
1982-03-17, Senate
1982-03-18, Senate
1982-03-23, Senate
1982-03-24, Senate
1982-03-25, Senate
1982-04-20, Senate
1982-04-21, Senate
1982-04-22, Senate
1982-04-27, Senate
1982-04-28, Senate
1982-04-29, Senate
1982-05-04, Senate
1982-05-05, Senate
1982-05-06, Senate
1982-05-18, Senate
1982-05-19, Senate
1982-05-20, Senate
1982-05-25, Senate
1982-05-26, Senate
1982-05-27, Senate
1982-08-17, Senate
1982-08-18, Senate
1982-08-19, Senate
1982-08-24, Senate
1982-08-25, Senate
1982-08-26, Senate
1982-09-07, Senate
1982-09-08, Senate
1982-09-09, Senate
1982-09-14, Senate
1982-09-15, Senate
1982-09-16, Senate
1982-09-21, Senate
1982-09-22, Senate
1982-09-23, Senate
1982-10-12, Senate
1982-10-13, Senate
1982-10-14, Senate
1982-10-19, Senate
1982-10-20, Senate
1982-10-21, Senate
1982-10-26, Senate
1982-10-27, Senate
1982-10-28, Senate
1982-11-09, Senate
1982-11-10, Senate
1982-11-11, Senate
1982-11-16, Senate
1982-11-17, Senate
1982-11-18, Senate
1982-11-19, Senate
1982-11-23, Senate
1982-11-24, Senate
1982-11-25, Senate
1982-11-30, Senate
1982-12-01, Senate
1982-12-02, Senate
1982-12-07, Senate
1982-12-08, Senate
1982-12-09, Senate
1982-12-14, Senate
1982-12-15, Senate
1982-12-16, Senate
1983-04-21, Senate
1983-04-22, Senate
1983-05-03, Senate
1983-05-04, Senate
1983-05-05, Senate
1983-05-10, Senate
1983-05-11, Senate
1983-05-12, Senate
1983-05-17, Senate
1983-05-18, Senate
1983-05-19, Senate
1983-05-24, Senate
1983-05-25, Senate
1983-05-26, Senate
1983-05-31, Senate
1983-06-01, Senate
1983-06-02, Senate
1983-06-03, Senate
1983-08-23, Senate
1983-08-24, Senate
1983-08-25, Senate
1983-09-06, Senate
1983-09-07, Senate
1983-09-08, Senate
1983-09-13, Senate
1983-09-14, Senate
1983-09-15, Senate
1983-09-20, Senate
1983-09-21, Senate
1983-09-22, Senate
1983-10-04, Senate
1983-10-05, Senate
1983-10-06, Senate
1983-10-07, Senate
1983-10-11, Senate
1983-10-12, Senate
1983-10-13, Senate
1983-10-18, Senate
1983-10-19, Senate
1983-10-20, Senate
1983-10-21, Senate
1983-11-01, Senate
1983-11-02, Senate
1983-11-03, Senate
1983-11-08, Senate
1983-11-09, Senate
1983-11-10, Senate
1983-11-15, Senate
1983-11-16, Senate
1983-11-17, Senate
1983-11-18, Senate
1983-11-29, Senate
1983-11-30, Senate
1983-12-01, Senate
1983-12-02, Senate
1983-12-06, Senate
1983-12-07, Senate
1983-12-08, Senate
1983-12-09, Senate
1983-12-13, Senate
1983-12-14, Senate
1983-12-15, Senate
1983-12-16, Senate
1984-02-28, Senate
1984-02-29, Senate
1984-03-01, Senate
1984-03-02, Senate
1984-03-05, Senate
1984-03-06, Senate
1984-03-07, Senate
1984-03-08, Senate
1984-03-27, Senate
1984-03-28, Senate
1984-03-29, Senate
1984-04-02, Senate
1984-04-03, Senate
1984-04-04, Senate
1984-04-05, Senate
1984-05-01, Senate
1984-05-02, Senate
1984-05-03, Senate
1984-05-04, Senate
1984-05-07, Senate
1984-05-08, Senate
1984-05-09, Senate
1984-05-10, Senate
1984-05-29, Senate
1984-05-30, Senate
1984-05-31, Senate
1984-06-01, Senate
1984-06-05, Senate
1984-06-06, Senate
1984-06-07, Senate
1984-06-12, Senate
1984-06-13, Senate
1984-06-14, Senate
1984-06-15, Senate
1984-08-21, Senate
1984-08-22, Senate
1984-08-23, Senate
1984-08-24, Senate
1984-09-04, Senate
1984-09-05, Senate
1984-09-06, Senate
1984-09-07, Senate
1984-09-10, Senate
1984-09-11, Senate
1984-09-12, Senate
1984-09-13, Senate
1984-10-02, Senate
1984-10-03, Senate
1984-10-04, Senate
1984-10-05, Senate
1984-10-08, Senate
1984-10-09, Senate
1984-10-10, Senate
1984-10-11, Senate
1984-10-16, Senate
1984-10-17, Senate
1984-10-18, Senate
1984-10-19, Senate
1984-10-22, Senate
1984-10-23, Senate
1984-10-24, Senate
1985-02-21, Senate
1985-02-22, Senate
1985-02-25, Senate
1985-02-26, Senate
1985-02-27, Senate
1985-02-28, Senate
1985-03-19, Senate
1985-03-20, Senate
1985-03-21, Senate
1985-03-22, Senate
1985-03-25, Senate
1985-03-26, Senate
1985-03-27, Senate
1985-03-28, Senate
1985-04-16, Senate
1985-04-17, Senate
1985-04-18, Senate
1985-04-19, Senate
1985-04-22, Senate
1985-04-23, Senate
1985-05-07, Senate
1985-05-08, Senate
1985-05-09, Senate
1985-05-10, Senate
1985-05-13, Senate
1985-05-14, Senate
1985-05-15, Senate
1985-05-16, Senate
1985-05-20, Senate
1985-05-21, Senate
1985-05-22, Senate
1985-05-23, Senate
1985-05-27, Senate
1985-05-28, Senate
1985-05-29, Senate
1985-05-30, Senate
1985-05-31, Senate
1985-08-20, Senate
1985-08-21, Senate
1985-08-22, Senate
1985-08-23, Senate
1985-09-10, Senate
1985-09-11, Senate
1985-09-12, Senate
1985-09-13, Senate
1985-09-16, Senate
1985-09-17, Senate
1985-09-18, Senate
1985-09-19, Senate
1985-10-08, Senate
1985-10-09, Senate
1985-10-10, Senate
1985-10-11, Senate
1985-10-14, Senate
1985-10-15, Senate
1985-10-16, Senate
1985-10-17, Senate
1985-11-05, Senate
1985-11-06, Senate
1985-11-07, Senate
1985-11-08, Senate
1985-11-11, Senate
1985-11-12, Senate
1985-11-13, Senate
1985-11-14, Senate
1985-11-26, Senate
1985-11-27, Senate
1985-11-28, Senate
1985-11-29, Senate
1985-12-02, Senate
1985-12-03, Senate
1985-12-04, Senate
1985-12-05, Senate
1985-12-06, Senate
1986-02-11, Senate
1986-02-12, Senate
1986-02-13, Senate
1986-02-14, Senate
1986-02-17, Senate
1986-02-18, Senate
1986-02-19, Senate
1986-02-20, Senate
1986-03-11, Senate
1986-03-12, Senate
1986-03-13, Senate
1986-03-14, Senate
1986-03-18, Senate
1986-03-19, Senate
1986-03-20, Senate
1986-04-08, Senate
1986-04-09, Senate
1986-04-10, Senate
1986-04-11, Senate
1986-04-14, Senate
1986-04-15, Senate
1986-04-16, Senate
1986-04-17, Senate
1986-04-29, Senate
1986-04-30, Senate
1986-05-01, Senate
1986-05-02, Senate
1986-05-05, Senate
1986-05-06, Senate
1986-05-07, Senate
1986-05-08, Senate
1986-05-27, Senate
1986-05-28, Senate
1986-05-29, Senate
1986-05-30, Senate
1986-06-02, Senate
1986-06-03, Senate
1986-06-04, Senate
1986-06-05, Senate
1986-06-06, Senate
1986-06-10, Senate
1986-06-11, Senate
1986-06-12, Senate
1986-06-13, Senate
1986-08-19, Senate
1986-08-20, Senate
1986-08-21, Senate
1986-08-22, Senate
1986-09-16, Senate
1986-09-17, Senate
1986-09-18, Senate
1986-09-22, Senate
1986-09-23, Senate
1986-09-24, Senate
1986-09-25, Senate
1986-10-07, Senate
1986-10-08, Senate
1986-10-09, Senate
1986-10-10, Senate
1986-10-14, Senate
1986-10-15, Senate
1986-10-16, Senate
1986-10-17, Senate
1986-10-20, Senate
1986-10-21, Senate
1986-10-22, Senate
1986-10-23, Senate
1986-11-11, Senate
1986-11-12, Senate
1986-11-13, Senate
1986-11-14, Senate
1986-11-17, Senate
1986-11-18, Senate
1986-11-19, Senate
1986-11-20, Senate
1986-11-25, Senate
1986-11-26, Senate
1986-11-27, Senate
1986-11-28, Senate
1986-12-01, Senate
1986-12-02, Senate
1986-12-03, Senate
1986-12-04, Senate
1986-12-05, Senate
1986-12-09, Senate
1986-12-10, Senate
1987-02-17, Senate
1987-02-18, Senate
1987-02-19, Senate
1987-02-20, Senate
1987-02-23, Senate
1987-02-24, Senate
1987-02-25, Senate
1987-02-26, Senate
1987-03-17, Senate
1987-03-18, Senate
1987-03-19, Senate
1987-03-20, Senate
1987-03-23, Senate
1987-03-24, Senate
1987-03-25, Senate
1987-03-26, Senate
1987-03-30, Senate
1987-03-31, Senate
1987-04-01, Senate
1987-04-02, Senate
1987-04-03, Senate
1987-04-28, Senate
1987-04-29, Senate
1987-04-30, Senate
1987-05-01, Senate
1987-05-04, Senate
1987-05-05, Senate
1987-05-06, Senate
1987-05-07, Senate
1987-05-11, Senate
1987-05-12, Senate
