uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,comments,wikipedia,adb
hunterjames1921,Hunter,James Aitchison Johnston,James,NA,NA,NA,male,NA,1882,NA,NA,1968-10-26,1968,10,26,NA,NA,NA
hurfordchris1969,Hurford,Christopher John,Christopher,Chris,NA,NA,male,1931-07-30,1931,7,30,NA,NA,NA,NA,NA,NA,NA
hurrygeoffry1922,Hurry,Geoffry,Geoffry,NA,NA,NA,male,1868-09-15,1868,9,15,1951-02-07,1951,2,7,NA,NA,NA
husaremma2016,Husar,Emma,Emma,NA,NA,NA,female,1980-04-20,1980,4,20,NA,NA,NA,NA,NA,NA,NA
husiced2010,Husic,Edham Nurredin,Edham,Ed,NA,NA,male,1970-02-03,1970,2,3,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Ed_Husic,NA
hutchinarthur1931,Hutchin,Arthur William,Arthur,NA,NA,NA,male,1887-03-03,1887,3,3,1965-06-12,1965,6,12,NA,NA,NA
hutchinsoneric2013,Hutchinson,Eric Russell,Eric,NA,NA,NA,male,1965-06-19,1965,6,19,NA,NA,NA,NA,NA,NA,NA
hutchinsonwilliam1931,Hutchinson,William Joseph,William,NA,NA,NA,male,1904-01-07,1904,1,7,1967-09-29,1967,9,29,NA,NA,NA
hutchisonjames1903,Hutchison,James,James,NA,NA,NA,male,1859-04-20,1859,4,20,1909-12-06,1909,12,6,NA,NA,NA
hydejohn1974,Hyde,John Martin,John,NA,NA,NA,male,1936-02-02,1936,2,2,NA,NA,NA,NA,NA,NA,NA
innested1972,Innes,Urquhart Edward,Urquhart,Ted,NA,NA,male,1925-02-12,1925,2,12,2010-05-28,2010,5,28,NA,https://en.wikipedia.org/wiki/Ted_Innes,NA
ironsstephen2007,Irons,Stephen James,Stephen,NA,NA,NA,male,1958-09-01,1958,9,1,NA,NA,NA,NA,NA,NA,NA
irvinehans1906,Irvine,Hans William Henry,Hans,NA,NA,NA,male,NA,1857,NA,NA,1922-07-11,1922,7,11,NA,NA,NA
irvinewilliam1906,Irvine,William Hill,William,NA,Later Sir William,NA,male,1858-07-06,1858,7,6,1943-08-20,1943,8,20,NA,NA,NA
irwinjulia1998,Irwin,Julia Claire,Julia,NA,NA,NA,female,1951-11-08,1951,11,8,NA,NA,NA,NA,NA,NA,NA
irwinleslie1963,Irwin,Leslie Herbert,Leslie,NA,NA,NA,male,1898-05-01,1898,5,1,1985-01-28,1985,1,28,NA,NA,NA
isaacsisaac1901,Isaacs,Isaac Alfred,Isaac,NA,NA,NA,male,1855-08-06,1855,8,6,1948-02-11,1948,2,11,NA,NA,NA
jackwilliam1949,Jack,William Mathers,William,NA,NA,NA,male,1892-05-01,1892,5,1,1982-09-14,1982,9,14,NA,NA,NA
jacksondavid1919,Jackson,David Sydney,David,NA,NA,NA,male,1889-06-06,1889,6,6,1941-02-28,1941,2,28,NA,NA,NA
jacksonsharryn2001,Jackson,Sharryn Maree,Sharryn,NA,NA,NA,female,1962-02-12,1962,2,12,NA,NA,NA,NA,NA,NA,NA
jacobiralph1969,Jacobi,Ralph,Ralph,NA,NA,NA,male,1928-12-04,1928,12,4,2002-01-15,2002,1,15,NA,NA,NA
jakobsencarolyn1984,Jakobsen,Carolyn Anne,Carolyn,NA,NA,NA,female,1947-09-11,1947,9,11,NA,NA,NA,NA,NA,NA,NA
jamesalbert1960,James,Albert William,Albert,NA,NA,NA,male,1914-09-22,1914,9,22,2006-09-30,2006,9,30,NA,NA,NA
jamesrowland1928,James,Rowland,Rowland,NA,NA,NA,male,1885-06-14,1885,6,14,1962-07-04,1962,7,4,NA,NA,NA
jarmanalan1966,Jarman,Alan William,Alan,NA,NA,NA,male,1923-07-22,1923,7,22,1992-11-14,1992,11,14,NA,NA,NA
jeanessusan1996,Jeanes,Susan Barbara,Susan,NA,NA,NA,female,1958-02-24,1958,2,24,NA,NA,NA,NA,NA,NA,NA
jenkinsharry1969,Jenkins,Henry Alfred,Henry,Harry,NA,Dr,male,1925-09-24,1925,9,24,2004-07-27,2004,7,27,NA,https://en.wikipedia.org/wiki/Harry_Jenkins_Sr.,NA
jenkinsharry1986,Jenkins,Henry Alfred,Henry,Harry,NA,NA,male,1952-08-18,1952,8,18,NA,NA,NA,NA,NA,NA,NA
jenningsjohn1931,Jennings,John Thomas,John,NA,NA,NA,male,1878-12-19,1878,12,19,1968-12-20,1968,12,20,NA,NA,NA
jensendennis2004,Jensen,Dennis Geoffrey,Dennis,NA,NA,NA,male,1962-02-28,1962,2,28,NA,NA,NA,NA,NA,NA,NA
jensenjens1910,Jensen,Jens August,Jens,NA,NA,NA,male,NA,1865,NA,NA,1936-11-16,1936,11,16,NA,NA,NA
jessjohn1960,Jess,John David,John,NA,NA,NA,male,1922-04-15,1922,4,15,2003-10-18,2003,10,18,NA,NA,NA
jessopdonald1966,Jessop,Donald Scott,Donald,NA,NA,NA,male,1927-06-21,1927,6,21,NA,NA,NA,NA,NA,NA,NA
johnsgary1987,Johns,Gary Thomas,Gary,NA,NA,NA,male,1952-08-29,1952,8,29,NA,NA,NA,NA,NA,NA,NA
johnsonherbert1940,Johnson,Herbert Victor,Herbert,NA,NA,NA,male,1889-10-25,1889,10,25,1962-07-10,1962,7,10,NA,NA,NA
johnsonleonard1969,Johnson,Leonard Keith,Leonard,NA,NA,NA,male,1929-03-28,1929,3,28,1995-09-24,1995,9,24,NA,NA,NA
johnsonles1955,Johnson,Leslie Royston,Leslie,Les,NA,NA,male,1924-11-22,1924,11,22,2015-05-26,2015,5,26,NA,https://en.wikipedia.org/wiki/Les_Johnson,NA
johnsonmichael2001,Johnson,Michael Andrew,Michael,NA,NA,NA,male,1970-01-31,1970,1,31,NA,NA,NA,NA,NA,NA,NA
johnsonpeter1975,Johnson,Peter Francis,Peter,NA,NA,NA,male,1943-08-27,1943,8,27,NA,NA,NA,NA,NA,NA,NA
johnsonelliot1903,Johnson,William Elliot,William,Elliot,Later Sir Elliot,NA,male,1862-04-10,1862,4,10,1932-12-08,1932,12,8,NA,NA,NA
johnsonwilliam1910,Johnson,William James,William,NA,NA,NA,male,NA,1871,NA,NA,1916-07-30,1916,7,30,NA,NA,NA
johnstonjames1977,Johnston,James Roger,James,NA,NA,NA,male,1930-06-18,1930,6,18,NA,NA,NA,NA,NA,NA,NA
johnstonricky1996,Johnston,Ricky,Ricky,NA,NA,NA,female,1943-09-29,1943,9,29,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Ricky_Johnston,NA
jolleyedward1914,Jolley,Edward Francis George,Edward,NA,NA,NA,male,NA,1874,NA,NA,1915-01-01,1915,1,1,NA,NA,NA
jollywilliam1937,Jolly,William Alfred,William,NA,NA,NA,male,1882-09-11,1882,9,11,1955-05-30,1955,5,30,NA,NA,NA
jonesandrew1966,Jones,Andrew Thomas,Andrew,NA,NA,NA,male,1944-05-26,1944,5,26,NA,NA,NA,NA,NA,NA,NA
jonesbarry1977,Jones,Barry Owen,Barry,NA,NA,NA,male,1932-10-11,1932,10,11,NA,NA,NA,NA,NA,NA,NA
jonescharles1958,Jones,Charles Keith,Charles,NA,NA,NA,male,1917-09-12,1917,9,12,2003-08-07,2003,8,7,NA,NA,NA
jonesewen2010,Jones,Ewen Thomas,Ewen,NA,NA,NA,male,1960-03-07,1960,3,7,NA,NA,NA,NA,NA,NA,NA
jonespaul1928,Jones,Paul,Paul,NA,NA,NA,male,NA,1878,NA,NA,1972-12-27,1972,12,27,NA,NA,NA
jonesstephen2010,Jones,Stephen Patrick,Stephen,NA,NA,NA,male,1965-06-29,1965,6,29,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Stephen_Jones_(Australian_politician),NA
joshuarobert1951,Joshua,Robert,Robert,NA,NA,NA,male,NA,1906,NA,NA,1970-06-02,1970,6,2,NA,NA,NA
joskepercy1951,Joske,Percy Ernest,Percy,NA,NA,NA,male,1895-10-05,1895,10,5,1981-04-25,1981,4,25,NA,NA,NA
jowettedmund1917,Jowett,Edmund,Edmund,NA,NA,NA,male,1858-01-06,1858,1,6,1936-04-14,1936,4,14,NA,NA,NA
joycebarnaby2013,Joyce,Barnaby Thomas Gerard,Barnaby,NA,NA,NA,male,1967-04-17,1967,4,17,NA,NA,NA,NA,NA,NA,NA
julldavid1975,Jull,David Francis,David,NA,NA,NA,male,1944-10-04,1944,10,4,2011-09-13,2011,9,13,NA,NA,NA
katterbob1993,Katter,Robert Carl,Robert,Bob,NA,NA,male,1945-05-22,1945,5,22,NA,NA,NA,NA,NA,NA,NA
katterbob1966,Katter,Robert Cummin,Robert,Bob,NA,NA,male,1918-09-05,1918,9,5,1990-03-18,1990,3,18,NA,NA,NA
keanerichard1929,Keane,Richard Valentine,Richard,NA,NA,NA,male,NA,1882,NA,NA,1946-04-26,1946,4,26,NA,NA,NA
kearneyged2018,Kearney,Gerardine,Gerardine,Ged,NA,NA,female,1963-10-29,1963,10,29,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Ged_Kearney,NA
kearneyvictor1956,Kearney,Victor Dennis,Victor,NA,NA,NA,male,1903-12-10,1903,12,10,1982-01-21,1982,1,21,NA,NA,NA
keatingpaul1969,Keating,Paul John,Paul,NA,NA,NA,male,1944-01-18,1944,1,18,NA,NA,NA,NA,NA,NA,NA
keayjustine2016,Keay,Justine Terri,Justine,NA,NA,NA,female,1975-03-18,1975,3,18,NA,NA,NA,NA,NA,NA,NA
keenanmichael2004,Keenan,Michael Fayat,Michael,NA,NA,NA,male,1972-03-19,1972,3,19,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Michael_Keenan,NA
kekwickbruce1949,Kekwick,Bruce Huntley,Bruce,NA,NA,NA,male,1910-04-24,1910,4,24,1982-02-02,1982,2,2,NA,NA,NA
kellybert1958,Kelly,Charles Robert,Charles,Bert,NA,NA,male,1912-06-22,1912,6,22,1997-01-17,1997,1,17,NA,https://en.wikipedia.org/wiki/Bert_Kelly,NA
kellycraig2010,Kelly,Craig,Craig,NA,NA,NA,male,1963-09-29,1963,9,29,NA,NA,NA,NA,NA,NA,NA
kellydeanne1996,Kelly,De-Anne Margaret,De-Anne,NA,NA,NA,female,1954-03-21,1954,3,21,NA,NA,NA,NA,NA,NA,NA
kellyjackie1996,Kelly,Jacqueline Marie,Jacqueline,Jackie,NA,NA,female,1964-02-18,1964,2,18,NA,NA,NA,NA,NA,NA,NA
kellymichael2007,Kelly,Michael Joseph,Michael,NA,NA,NA,male,1960-02-23,1960,2,23,NA,NA,NA,NA,NA,NA,NA
kellyros1980,Kelly,Roslyn Joan,Roslyn,Ros,NA,NA,female,1948-01-25,1948,1,25,NA,NA,NA,NA,NA,NA,NA
kellywilliam1903,Kelly,William Henry,William,NA,NA,NA,male,1877-12-01,1877,12,1,1960-01-27,1960,1,27,NA,NA,NA
kempdavid1990,Kemp,David Alistair,David,NA,NA,NA,male,1941-10-14,1941,10,14,NA,NA,NA,NA,NA,NA,NA
kendellwilliam1913,Kendell,William,William,NA,NA,NA,male,NA,1851,NA,NA,1922-10-20,1922,10,20,NA,NA,NA
kennedyandrew1969,Kennedy,Andrew David,Andrew,NA,NA,NA,male,1940-03-20,1940,3,20,NA,NA,NA,NA,NA,NA,NA
kennedythomas1901,Kennedy,Thomas,Thomas,NA,NA,NA,male,NA,1860,NA,NA,1929-02-16,1929,2,16,NA,NA,NA
kenthugheswilfrid1949,Kent Hughes,Wilfrid Selwyn,Wilfrid,NA,Later Sir Wilfrid,NA,male,1895-06-12,1895,6,12,1970-07-31,1970,7,31,NA,NA,NA
kentlewis1980,Kent,Lewis,Lewis,NA,NA,NA,male,1927-09-08,1927,9,8,2014-06-22,2014,6,22,NA,NA,NA
keoghleonard1969,Keogh,Leonard Joseph,Leonard,NA,NA,NA,male,1931-06-02,1931,6,2,2007-10-10,2007,10,10,NA,NA,NA
keoghmatthew2016,Keogh,Matthew James,Matthew,NA,NA,NA,male,1981-11-11,1981,11,11,NA,NA,NA,NA,NA,NA,NA
keonstandish1949,Keon,Standish Michael,Standish,NA,NA,NA,male,1915-07-02,1915,7,2,1987-01-22,1987,1,22,NA,NA,NA
kerbyedwin1919,Kerby,Edwin Thomas John,Edwin,NA,NA,NA,male,1885-04-12,1885,4,12,1971-07-05,1971,7,5,NA,NA,NA
kerinjohn1972,Kerin,John Charles,John,NA,NA,NA,male,1937-11-21,1937,11,21,NA,NA,NA,NA,NA,NA,NA
kernotcheryl1998,Kernot,Cheryl,Cheryl,NA,NA,NA,female,1948-12-05,1948,12,5,NA,NA,NA,NA,NA,NA,NA
kerrduncan1987,Kerr,Duncan James Colquhoun,Duncan,NA,NA,NA,male,1952-02-26,1952,2,26,NA,NA,NA,NA,NA,NA,NA
khalilpeter2016,Khalil,Peter,Peter,NA,NA,NA,male,1973-03-23,1973,3,23,NA,NA,NA,NA,NA,NA,NA
killenjames1955,Killen,Denis James,Denis,James,Later Sir James,NA,male,1925-11-23,1925,11,23,2007-01-12,2007,1,12,NA,NA,NA
killenwilliam1922,Killen,William Wilson,William,NA,NA,NA,male,NA,1860,NA,NA,1939-02-20,1939,2,20,NA,NA,NA
kingcatherine2001,King,Catherine Fiona,Catherine,NA,NA,NA,female,1966-06-02,1966,6,2,NA,NA,NA,NA,NA,NA,NA
kingmadeleine2016,King,Madeleine Mary Harvie,Madeleine,NA,NA,NA,female,1973-03-31,1973,3,31,NA,NA,NA,NA,NA,NA,NA
kingpeter2001,King,Peter Edward,Peter,NA,NA,NA,male,1952-06-29,1952,6,29,NA,NA,NA,NA,NA,NA,NA
kingrobert1958,King,Robert Shannon,Robert,NA,NA,NA,male,1920-03-22,1920,3,22,1991-06-30,1991,6,30,NA,NA,NA
kingstoncharles1901,Kingston,Charles Cameron,Charles,NA,NA,NA,male,1850-10-22,1850,10,22,1908-05-11,1908,5,11,NA,NA,NA
kirwanfrank1969,Kirwan,Frank McLeod,Frank,NA,NA,NA,male,1937-10-23,1937,10,23,1976-10-28,1976,10,28,NA,NA,NA
kirwanjohn1901,Kirwan,John Waters,John,NA,NA,NA,male,1869-12-02,1869,12,2,1949-09-09,1949,9,9,NA,NA,NA
klugmandick1969,Klugman,Richard Emanuel,Richard,Dick,NA,NA,male,1924-01-18,1924,1,18,2011-02-21,2011,2,21,NA,NA,NA
knottpeter1993,Knott,Peter John,Peter,NA,NA,NA,male,1956-08-08,1956,8,8,2015-10-29,2015,10,29,NA,https://en.wikipedia.org/wiki/Peter_Knott,NA
knoxwilliam1901,Knox,William,William,NA,NA,NA,male,1850-04-25,1850,4,25,1913-08-25,1913,8,25,NA,NA,NA
laceyandrew1922,Lacey,Andrew William,Andrew,NA,NA,NA,male,1887-10-09,1887,10,9,1946-08-24,1946,8,24,NA,NA,NA
lambtony1972,Lamb,Antony Hamilton,Antony,Tony,NA,NA,male,1939-03-07,1939,3,7,NA,NA,NA,NA,NA,NA,NA
lambsusan2016,Lamb,Susan,Susan,NA,NA,NA,female,1972-03-23,1972,3,23,NA,NA,NA,NA,NA,NA,NA
lambertwilliam1921,Lambert,William Henry,William,NA,NA,NA,male,NA,1885,NA,NA,1928-09-06,1928,9,6,NA,NA,NA
lamingandrew2004,Laming,Andrew Charles,Andrew,NA,NA,NA,male,1966-09-30,1966,9,30,NA,NA,NA,NA,NA,NA,NA
lamondhector1917,Lamond,Hector,Hector,NA,NA,NA,male,1865-10-31,1865,10,31,1947-04-22,1947,4,22,NA,NA,NA
landrymichelle2013,Landry,Michelle Leanne,Michelle,NA,NA,NA,female,1962-10-15,1962,10,15,NA,NA,NA,NA,NA,NA,NA
lanealbert1931,Lane,Albert,Albert,NA,NA,NA,male,NA,1873,NA,NA,1950-12-29,1950,12,29,NA,NA,NA
langjack1946,Lang,John Thomas,John,Jack,NA,NA,male,1876-12-21,1876,12,21,1975-09-27,1975,9,27,NA,NA,NA
langmorejohn1984,Langmore,John Vance,John,NA,NA,NA,male,1939-09-03,1939,9,3,NA,NA,NA,NA,NA,NA,NA
langtryjoseph1940,Langtry,Joseph Ignatius,Joseph,NA,NA,NA,male,1880-09-02,1880,9,2,1951-04-30,1951,4,30,NA,NA,NA
lathamjohn1922,Latham,John Greig,John,NA,NA,NA,male,1877-08-25,1877,8,25,1964-07-25,1964,7,25,NA,NA,NA
lathammark1994,Latham,Mark William,Mark,NA,NA,NA,male,1961-02-28,1961,2,28,NA,NA,NA,NA,NA,NA,NA
laundycraig2013,Laundy,Craig Arthur Samuel,Craig,NA,NA,NA,male,1971-02-16,1971,2,16,NA,NA,NA,NA,NA,NA,NA
lavarchmichael1987,Lavarch,Michael Hugh,Michael,NA,NA,NA,male,1961-06-08,1961,6,8,NA,NA,NA,NA,NA,NA,NA
lavellethomas1919,Lavelle,Thomas James,Thomas,NA,NA,NA,male,1887-12-02,1887,12,2,1944-05-24,1944,5,24,NA,NA,NA
lawleranthony1998,Lawler,Anthony John,Anthony,NA,NA,NA,male,1961-10-18,1961,10,18,NA,NA,NA,NA,NA,NA,NA
lawrencecarmen1994,Lawrence,Carmen Mary,Carmen,NA,NA,NA,female,1948-03-02,1948,3,2,NA,NA,NA,NA,NA,NA,NA
lawrencewilliam1949,Lawrence,William Robert,William,NA,NA,NA,male,1906-07-28,1906,7,28,2004-01-13,2004,1,13,NA,NA,NA
lawsongeorge1931,Lawson,George,George,NA,NA,NA,male,1880-08-14,1880,8,14,1966-11-25,1966,11,25,NA,NA,NA
lawsonjohn1931,Lawson,John Norman,John,NA,NA,NA,male,NA,1897,NA,NA,1956-08-14,1956,8,14,NA,NA,NA
lazzarinihubert1919,Lazzarini,Hubert Peter,Hubert,NA,NA,NA,male,1894-09-08,1894,9,8,1952-10-01,1952,10,1,NA,NA,NA
leckiejohn1917,Leckie,John William,John,NA,NA,NA,male,NA,1872,NA,NA,1947-09-25,1947,9,25,NA,NA,NA
leehenry1903,Lee,Henry William,Henry,NA,NA,NA,male,NA,1856,NA,NA,1927-08-12,1927,8,12,NA,NA,NA
leemervyn1966,Lee,Mervyn William,Mervyn,NA,NA,NA,male,1920-08-18,1920,8,18,NA,NA,NA,NA,NA,NA,NA
leemichael1984,Lee,Michael John,Michael,NA,NA,NA,male,1957-03-24,1957,3,24,NA,NA,NA,NA,NA,NA,NA
leeserjulian2016,Leeser,Julian Martin,Julian,NA,NA,NA,male,1976-05-25,1976,5,25,NA,NA,NA,NA,NA,NA,NA
leighandrew2010,Leigh,Andrew Keith,Andrew,NA,NA,NA,male,1972-08-03,1972,8,3,NA,NA,NA,NA,NA,NA,NA
lemmonnelson1943,Lemmon,Nelson,Nelson,NA,NA,NA,male,1908-03-22,1908,3,22,1989-03-20,1989,3,20,NA,NA,NA
lesliehugh1949,Leslie,Hugh Alan,Hugh,NA,NA,NA,male,1900-04-17,1900,4,17,1974-09-02,1974,9,2,NA,NA,NA
lewisarthur1929,Lewis,Arthur,Arthur,NA,NA,NA,male,1882-04-22,1882,4,22,1975-04-11,1975,4,11,NA,NA,NA
leysussan2001,Ley,Sussan Penelope,Sussan,NA,NA,NA,female,1961-12-14,1961,12,14,NA,NA,NA,NA,NA,NA,NA
leythomas1925,Ley,Thomas John,Thomas,NA,NA,NA,male,1879-10-28,1879,10,28,1947-07-25,1947,7,25,NA,NA,NA
liddellfrank1903,Liddell,Frank,Frank,NA,NA,NA,male,1862-06-26,1862,6,26,1939-10-20,1939,10,20,NA,NA,NA
liebermanlouis1993,Lieberman,Louis Stuart,Louis,NA,NA,NA,male,1938-05-23,1938,5,23,NA,NA,NA,NA,NA,NA,NA
lindsayeamon1983,Lindsay,Eamon John,Eamon,NA,NA,NA,male,1942-12-19,1942,12,19,NA,NA,NA,NA,NA,NA,NA
lindsaypeter1996,Lindsay,Peter John,Peter,NA,NA,NA,male,1944-05-04,1944,5,4,NA,NA,NA,NA,NA,NA,NA
lindsayrobert1954,Lindsay,Robert William Ludovic,Robert,NA,NA,NA,male,1905-08-18,1905,8,18,2000-09-06,2000,9,6,NA,NA,NA
listerjohn1917,Lister,John Henry,John,NA,NA,NA,male,1875-05-13,1875,5,13,1935-10-04,1935,10,4,NA,NA,NA
littleprouddavid2016,Littleproud,David,David,NA,NA,NA,male,1976-09-04,1976,9,4,NA,NA,NA,NA,NA,NA,NA
livermorekirsten1998,Livermore,Kirsten Fiona,Kirsten,NA,NA,NA,female,1969-11-10,1969,11,10,NA,NA,NA,NA,NA,NA,NA
livingstonjohn1906,Livingston,John,John,NA,NA,NA,male,1856-03-24,1856,3,24,1935-09-04,1935,9,4,NA,NA,NA
lloydbruce1971,Lloyd,Bruce,Bruce,NA,NA,NA,male,1937-02-24,1937,2,24,NA,NA,NA,NA,NA,NA,NA
lloydjames1996,Lloyd,James Eric,James,NA,NA,NA,male,1954-07-17,1954,7,17,NA,NA,NA,NA,NA,NA,NA
longwilliam1928,Long,William John,William,NA,NA,NA,male,1885-06-18,1885,6,18,1957-03-03,1957,3,3,NA,NA,NA
lonsdaleedmund1903,Lonsdale,Edmund,Edmund,NA,NA,NA,male,NA,1843,NA,NA,1913-10-04,1913,10,4,NA,NA,NA
luchettianthony1951,Luchetti,Anthony Sylvester,Anthony,NA,NA,NA,male,1904-05-27,1904,5,27,1984-07-11,1984,7,11,NA,NA,NA
luckaubrey1951,Luck,Aubrey William George,Aubrey,NA,NA,NA,male,1900-11-14,1900,11,14,1999-06-09,1999,6,9,NA,https://en.wikipedia.org/wiki/Aubrey_Luck,NA
lucockphilip1952,Lucock,Philip Ernest,Philip,NA,NA,NA,male,1916-01-16,1916,1,16,1996-08-08,1996,8,8,NA,NA,NA
lusherstephen1974,Lusher,Stephen Augustus,Stephen,NA,NA,NA,male,1945-10-18,1945,10,18,NA,NA,NA,NA,NA,NA,NA
lynchjohn1914,Lynch,John,John,NA,NA,NA,male,NA,1862,NA,NA,1941-06-15,1941,6,15,NA,NA,NA
lynchphillip1966,Lynch,Phillip Reginald,Phillip,NA,Later Sir Phillip,NA,male,1933-06-27,1933,6,27,1984-06-19,1984,6,19,NA,NA,NA
lynewilliam1901,Lyne,William John,William,NA,NA,Sir,male,1844-04-06,1844,4,6,1913-08-03,1913,8,3,NA,NA,NA
lyonsenid1943,Lyons,Enid Muriel,Enid,NA,NA,Dame,female,1897-07-09,1897,7,9,1981-09-02,1981,9,2,NA,NA,NA
lyonsgeoffrey2010,Lyons,Geoffrey Raymond,Geoffrey,NA,NA,NA,male,1953-04-29,1953,4,29,NA,NA,NA,NA,NA,NA,NA
lyonsjoseph1929,Lyons,Joseph Aloysius,Joseph,NA,NA,NA,male,1879-09-15,1879,9,15,1939-04-07,1939,4,7,NA,NA,NA
mcarthurfergus1984,McArthur,Fergus Stewart,Fergus,NA,NA,NA,male,1937-10-27,1937,10,27,NA,NA,NA,NA,NA,NA,NA
mcbrideemma2016,McBride,Emma Margaret,Emma,NA,NA,NA,female,1975-04-27,1975,4,27,NA,NA,NA,NA,NA,NA,NA
mcbridephilip1931,McBride,Philip Albert Martin,Philip,NA,Later Sir Philip,NA,male,1892-06-18,1892,6,18,1982-07-14,1982,7,14,NA,NA,NA
mccallwilliam1934,McCall,William Victor,William,NA,NA,NA,male,1908-05-24,1908,5,24,1968-08-20,1968,8,20,NA,NA,NA
mccayjames1901,McCay,James Whiteside,James,NA,NA,NA,male,1864-12-21,1864,12,21,1930-10-01,1930,10,1,NA,NA,NA
mcclellandhugh1931,McClelland,Hugh,Hugh,NA,NA,NA,male,1875-12-27,1875,12,27,1958-12-14,1958,12,14,NA,NA,NA
mcclellandrobert1996,McClelland,Robert Bruce,Robert,NA,NA,NA,male,1958-01-26,1958,1,26,NA,NA,NA,NA,NA,NA,NA
mccolljames1901,McColl,James Hiers,James,NA,NA,NA,male,1844-01-31,1844,1,31,1929-02-20,1929,2,20,NA,NA,NA
mccolmmalcolm1949,McColm,Malcolm Llewellyn,Malcolm,NA,NA,NA,male,1914-06-25,1914,6,25,1966-05-02,1966,5,2,NA,NA,NA
mccormackmichael2010,McCormack,Michael Francis,Michael,NA,NA,NA,male,1964-08-02,1964,8,2,NA,NA,NA,NA,NA,NA,NA
mcdonaldallan1940,McDonald,Allan McKenzie,Allan,NA,NA,NA,male,1888-07-04,1888,7,4,1953-06-10,1953,6,10,NA,NA,NA
mcdonaldcharles1901,McDonald,Charles,Charles,NA,NA,NA,male,1861-08-08,1861,8,8,1925-11-13,1925,11,13,NA,NA,NA
mcdonaldfrederick1922,McDonald,Frederick Albert,Frederick,NA,NA,NA,male,NA,1872,NA,NA,1926-04-01,1926,4,1,Birth year is approximate. Death date is approximate. Believed murdered.,https://en.wikipedia.org/wiki/Frederick_McDonald,NA
mcdougallgraeme1996,McDougall,Graeme Robert,Graeme,NA,NA,NA,male,1946-11-21,1946,11,21,NA,NA,NA,NA,NA,NA,NA
mcdougalljohn1906,McDougall,John Keith,John,NA,NA,NA,male,1867-08-10,1867,8,10,1957-04-11,1957,4,11,NA,NA,NA
mceacharnmalcolm1901,McEacharn,Malcolm Donald,Malcolm,NA,NA,Sir,male,1852-02-08,1852,2,8,1910-03-10,1910,3,10,Election declared void on 10.3.1904. Contested by-election on 30.3.1904 but was defeated.,https://en.wikipedia.org/wiki/Malcolm_McEacharn,NA
mcewenjohn1934,McEwen,John,John,NA,Later Sir John,NA,male,1900-03-29,1900,3,29,1980-11-20,1980,11,20,NA,NA,NA
mcfarlanejann1998,McFarlane,Jann Sonya,Jann,NA,NA,NA,female,1944-05-22,1944,5,22,NA,NA,NA,NA,NA,NA,NA
mcgauranpeter1983,McGauran,Peter John,Peter,NA,NA,NA,male,1955-11-16,1955,11,16,NA,NA,NA,NA,NA,NA,NA
mcgowancathy2013,McGowan,Catherine,Catherine,Cathy,NA,NA,female,1953-11-29,1953,11,29,NA,NA,NA,NA,NA,NA,NA
mcgrathdavid1913,McGrath,David Charles,David,NA,NA,NA,male,1873-11-10,1873,11,10,1934-07-31,1934,7,31,On appeal election declared void.,NA,NA
mcgurenfrank1961,McGuren,Francis William,Francis,Frank,NA,NA,male,1909-10-15,1909,10,15,1990-06-13,1990,6,13,NA,https://en.wikipedia.org/wiki/Frank_McGuren,NA
mchughjeannette1983,McHugh,Jeannette,Jeannette,NA,NA,NA,female,1934-12-18,1934,12,18,NA,NA,NA,NA,NA,NA,NA
mchughsydney1938,McHugh,Sydney,Sydney,NA,NA,NA,male,1892-03-21,1892,3,21,1952-09-20,1952,9,20,NA,https://en.wikipedia.org/wiki/Sydney_McHugh,NA
mcivorhector1955,McIvor,Hector James,Hector,NA,NA,NA,male,1900-11-24,1900,11,24,1992-05-12,1992,5,12,NA,NA,NA
mckenziedavid1972,McKenzie,David Charles,David,NA,NA,NA,male,1933-05-30,1933,5,30,NA,NA,NA,NA,NA,NA,NA
mckewmaxine2007,McKew,Maxine Margaret,Maxine,NA,NA,NA,female,1953-07-22,1953,7,22,NA,NA,NA,NA,NA,NA,NA
mclachlanian1990,McLachlan,Ian Murray,Ian,NA,NA,NA,male,1936-10-02,1936,10,2,NA,NA,NA,NA,NA,NA,NA
mcleanallan1901,McLean,Allan,Allan,NA,NA,NA,male,1840-02-03,1840,2,3,1911-07-13,1911,7,13,NA,NA,NA
mcleanfrancis1901,McLean,Francis Edward,Francis,NA,NA,NA,male,NA,1863,NA,NA,1926-04-04,1926,4,4,NA,NA,NA
mcleanross1975,McLean,Ross Malcolm,Ross,NA,NA,NA,male,1944-06-30,1944,6,30,NA,NA,NA,NA,NA,NA,NA
mcleayjohn1949,McLeay,John,John,NA,Later Sir John,NA,male,1893-11-19,1893,11,19,1982-06-22,1982,6,22,NA,NA,NA
mcleayjohn1966,McLeay,John Elden,John,NA,NA,NA,male,1922-03-30,1922,3,30,2000-12-26,2000,12,26,NA,NA,NA
